uslci_id,biosphere_id
00423936-c24a-3178-90c3-354de622c682,c8896e68-6c78-43be-a31b-bc5d2307f40a
fc8735fe-fb1d-3177-a087-7a9926e9ea83,c8896e68-6c78-43be-a31b-bc5d2307f40a
87198c0a-7ef3-3593-a1cd-d485a80bf69d,02dd7309-b7c2-47bb-82c8-09345be9c2bb
df9bb852-1859-3992-9c1a-7ce2516c7ae1,0f901f59-84bd-42a5-9a4c-04bd8cac7fb9
c6b074e3-e4e4-3f85-a96f-769bd5ea9b9e,681a6b38-cc7c-4968-aedc-80ce8033a101
255e3d2a-c738-3901-af76-5017f4908c44,17ae628d-e769-4aa3-a20e-9f9bad222bf2
5eee9097-4afe-369a-ac20-b1f13d26676a,17ae628d-e769-4aa3-a20e-9f9bad222bf2
c5199009-e373-357f-b128-b70a04be4864,9c2e78e0-38d7-4eb7-a40f-31c7308b1dd6
f4b1148f-c098-3b3c-a64c-bbd775bf689a,6bc58b2a-8d1c-4ebf-a0e7-76bb59ff462a
15c496b0-f7b1-3897-94a0-73249a07ccc0,780e4e14-bd5b-408c-8304-0db2033561a7
b162a26b-f7f2-37a6-afcd-3a0faa79d1dd,f1b48f46-77aa-4dba-bd83-87e220816f42
eeba1d97-a491-3523-8241-64f7ff475382,cf7738ce-05a3-4fee-af0c-37386e0c28e3
078b87e6-61a6-3425-aac0-80655554f574,780e4e14-bd5b-408c-8304-0db2033561a7
6ae22471-163f-3583-a2ab-0b03e2a296ed,f1b48f46-77aa-4dba-bd83-87e220816f42
74553c21-3dc5-303d-ba1d-9915dbd7bef9,8ebbd256-8114-4438-98c9-bbed994c140b
81f79a59-0dd1-3ff3-b68e-63e7e52c6aa6,ce6294f5-2ed7-46ee-a967-33e265e34455
0c56aee4-7e22-3e85-8e83-34829f3e8304,ce6294f5-2ed7-46ee-a967-33e265e34455
823b01d3-848d-3009-9b84-0711f7a9e175,9b77be37-3f9d-4ecf-b7b1-86e8390bcf2e
23bc29c9-5fa5-3269-b560-1d4b7a20842d,c8e5538f-17a1-4f62-aa64-39a91adb5cd3
2e6af10c-ada7-3e44-9243-3fc7dd9f580d,b32061b1-8d24-4663-b10d-0a1c705f2937
84a57993-f325-3e9b-a1b7-a90f3d7a634b,12c12a5e-847f-4a94-be3b-21f14ff429fe
c2d517e6-4c5d-3002-8a0d-54434c5a3bae,03758df7-503a-400e-bc7b-ec05825761a5
d61872cd-da4e-3c5d-9a50-8af5faeedfc1,250dd08a-ee61-4a2b-86f8-b21e9ebe6ed9
01449f04-5638-3bfa-adbf-4391bb7da810,03758df7-503a-400e-bc7b-ec05825761a5
285a1290-f024-3a67-821c-be8f58f41b6b,03758df7-503a-400e-bc7b-ec05825761a5
8d90c736-6a06-339d-9a87-9c4af38d3def,250dd08a-ee61-4a2b-86f8-b21e9ebe6ed9
4043eeaf-b128-3ee8-9564-b63d2e4b88f8,03758df7-503a-400e-bc7b-ec05825761a5
b7503034-5946-3ef9-8fa9-ec016ce41da9,deb80fa5-4d0a-427e-9526-443f88d17b53
3b384754-c3dc-3240-883c-6e4fef91cba5,5064da53-d4ec-44ee-ba23-b20a4f8c4964
457411b2-4dac-3eb2-965d-97b60660afa2,5064da53-d4ec-44ee-ba23-b20a4f8c4964
b9f2a8bf-6ae0-30cc-9911-a30ae88d45e2,5064da53-d4ec-44ee-ba23-b20a4f8c4964
a855af0a-b9bd-3538-ab65-a38b80e45580,5064da53-d4ec-44ee-ba23-b20a4f8c4964
46eb09ca-7812-34e0-a931-1efd04492c44,5064da53-d4ec-44ee-ba23-b20a4f8c4964
09a5936c-efb6-31e7-9666-488daf680f52,5064da53-d4ec-44ee-ba23-b20a4f8c4964
b5c96655-c17e-3083-9081-4f6f8660b7f1,09db39be-d9a6-4fc3-8d25-1f80b23e9131
708036e7-b08e-3511-8eab-fc8d0a27b2dc,d835b7aa-288b-4b3a-966b-3f64f36ed220
075caf7c-f1a3-353e-ab5a-3460346ed59f,d6911d36-3fec-41fe-8ef9-540f6543a240
f151286b-8286-30da-a312-b75217440245,d6911d36-3fec-41fe-8ef9-540f6543a240
25ad11fd-3b5a-316e-8b61-17a73c0f917d,09db39be-d9a6-4fc3-8d25-1f80b23e9131
f871bd90-342d-3ccf-8875-b15e396d2488,09db39be-d9a6-4fc3-8d25-1f80b23e9131
076e0a39-0836-3bc1-96a5-e7ba9b43a183,b9a9b2ad-5db3-47aa-81de-3a48ae9ad4ec
c3cef628-7199-38bc-9dea-ff35d0386b3b,b50d8d03-7e88-4b29-9d10-67bbe01bdbc6
4d774f37-eb69-3045-80c4-6b3f57c6fddd,b9a9b2ad-5db3-47aa-81de-3a48ae9ad4ec
df1ef79c-aa67-3f75-afae-c295e893b8c7,f6e3ce3b-ce57-4313-ac88-59a8361925cf
26f3b390-5149-3629-b81b-d2e990a42e6e,6ce302db-96b8-4a21-9237-050ecde39aee
ad64464c-1ff3-36e2-b7cd-8e404a62f7f2,91f6386a-af2e-4bbb-a05c-62e4483b1bcf
21088c80-53d2-3cd4-9533-cf94aed3d7b9,91f6386a-af2e-4bbb-a05c-62e4483b1bcf
35c9baec-c615-3b55-aa93-44dfef76ff9c,700969dc-4def-4093-98a0-adbb65771fcd
efb992d3-1b48-37c5-ae0c-8957e3dd29a1,d317b7de-adc0-478c-8c7f-9d6d0f476e97
83c20cc7-fb27-328e-8c73-8eb791bccf34,d317b7de-adc0-478c-8c7f-9d6d0f476e97
7c651aa4-c883-3a36-9f27-24809ce858fa,048baf1e-6cdc-44a5-92e2-32d15ff54885
fc38a885-0f10-3929-89eb-a423e01713a0,070dc6b3-0976-45a0-803e-0a87d7e96959
7a2d0b82-407b-3e4a-9cdf-345ae54fd40d,e4526360-b2a1-4e77-9f00-57dbfe228bde
4ed2e51a-4257-3bdc-8032-813489d889ea,048baf1e-6cdc-44a5-92e2-32d15ff54885
57415f54-b291-3014-aeec-d3225e035a9d,651cbfbb-3027-4e20-a5b0-4a67e86e837a
b70c17d5-9d94-36d2-8fd2-cdef8eeb0235,f3cf9958-739f-41c1-a679-f550cf0e9b6c
4bee26b6-1db8-3fcb-98d2-0407d8b490d1,109c3ee9-b9df-4c11-bd77-b8571773d9ad
f0540274-e177-35aa-aaca-2c33298ba3ff,651cbfbb-3027-4e20-a5b0-4a67e86e837a
0b66ec13-ba84-3ff0-9a7d-3bf4fb09249d,ff5d0fa9-6ca8-4e61-b99b-14981620c0d7
e0bed36b-a4f7-3b86-b8fb-a44499ea8aac,3277a622-8234-4c73-ba22-526cf9a0fccc
6cf14979-2cab-3e51-bf00-426132bd8ed0,ff5d0fa9-6ca8-4e61-b99b-14981620c0d7
0201bf7f-9f5c-35c1-9bd1-ef16c1f47782,4d567c70-f938-4a8f-b2ad-10c0b8f1366c
80e8cf76-41ab-330b-a50a-6e18a63b4413,ff5d0fa9-6ca8-4e61-b99b-14981620c0d7
3b981d82-2f3d-3ac0-89b5-5e38b91ef0f3,5e98fd60-8da0-4006-9729-4d2797f96302
22dd163e-2911-3f45-a6ef-81cb8c86cf33,d1d77d54-e19f-4c3d-8fdc-389f78e72515
b9705d58-35ee-37b9-84a3-2d3fe37c019c,082903e4-45d8-4078-94cb-736b15279277
f21c2fd1-7eb6-3ee7-9cce-3cd94c8d734a,24752b90-cc53-4198-a442-14196853148d
6bb0e0ee-59dd-3795-b0fb-ffbdf23ec4b4,d1d77d54-e19f-4c3d-8fdc-389f78e72515
78eb12d7-d09b-3d36-8d35-b42a1e3cda24,082903e4-45d8-4078-94cb-736b15279277
c7e05642-0ebb-3835-8654-21192725df17,737c3221-1456-4c6b-8605-6ac00dc88b2e
d10bc5f1-d7b7-3566-9e86-0e1aaecd5b8c,7533d11b-e96e-4a99-80f2-91400a62d650
3bc71f39-5e48-399c-a930-c113e7aa04b1,082903e4-45d8-4078-94cb-736b15279277
ceb19cad-78ed-3635-902c-d7ac03e5b830,082903e4-45d8-4078-94cb-736b15279277
f7bed571-58d2-3b9c-b02e-ad7d1adc34a0,f681eb3c-854a-4f78-bcfe-76dfbcf9df3c
1b903dc5-d279-3144-a3e5-72dfeb19f876,f681eb3c-854a-4f78-bcfe-76dfbcf9df3c
286cf043-0825-3e42-9c1b-267408824b2d,e6137e6e-84a6-4fa1-a5bf-47c8153d7c05
8cf8786e-6f55-3aac-a523-bbe283a472ca,c7dcf08c-f297-495b-b7db-f4f54799814b
2c9fa87a-47bf-380e-ad20-516ed6adc318,0eba8639-12c1-40ce-b1b6-e3394ec94dc0
