domain,exchange_flow_name,exchange_supplying_process_id,exchange_supplying_process_location,exchange_supplying_process_name,info_process_id,info_process_location,info_process_name,info_unit,n_row_amount,n_row_unit,process_name,reason
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.410299492307819e-09,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.3822571328971523e-07,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.2392540639366335e-07,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.106950868947144e-11,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0008227147817557,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0857560273801345e-07,kg,"coal extraction and processing - Central Interior, BIT, Underground",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.8920555366558e-09,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.080102798900684e-07,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.817423904514366e-08,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.5259215933420825e-07,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.556581346381248e-07,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0016264675228533,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.2060530666548315e-09,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.130080270489082e-09,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.055674289003867e-09,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.664669006051993e-07,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9685553781545798e-07,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0014173445068327,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.699045391761914e-11,kg,"coal extraction and processing - Gulf Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0006170466004614,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.5737520239521864e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0018902135950551,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.07198549651612e-06,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.481380108411472e-11,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0049201901344528,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.198444756918937e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.661421312608717e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.883518697758305e-08,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.580436801458764e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.924905020259472e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.17124919694705e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.6706481276174144e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Processing",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0016280721054406,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.1990996847489093e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.684519607556741e-11,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9642890153018786e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.195471171253138e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.669214246583729e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.131339591202967e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.557107254048168e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.81946846104105e-08,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.5259215933420825e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.893059700492752e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.727455125579214e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0007588048158716,kg,"coal extraction and processing - Illinois Basin, BIT, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0019700634421235,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.605788584294713e-06,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.724108526647167e-11,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0008048586408081,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.1834058987339755e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.57882211924034e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.696594341020907e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.934605292875438e-09,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.136017987419647e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0061877726974798,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.90302877841775e-08,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.269769979743446e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.7147326853332313e-07,kg,"coal extraction and processing - Illinois Basin, BIT, Underground",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.825708704272154e-08,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.713809277409799e-10,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.653657532565112e-10,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.644577260783903e-09,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0012541439192866,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9414356670341206e-07,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.450243976318209e-07,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0155425272237305,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0097896469544709e-07,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.4363430588581497e-11,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9408326165082445e-08,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.452926951767671e-09,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.278342808786656e-07,kg,"coal extraction and processing - Import, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.5170705738680767e-09,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.268468281335757e-07,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.215238803509645e-08,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.314987611927245e-08,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.5683293458328646e-07,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.169917833535978e-11,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.8336428421365293e-14,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.2600762506111846e-14,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0166502791248308,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.5225018675573094e-13,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.156197278281192e-07,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.1817475049414112e-12,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0012234861967143,kg,"coal extraction and processing - Import, SUB, Surface",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.672332275195378e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9645670331341757e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.422866716501141e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.129692536413389e-09,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.816819411765289e-08,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.556420189432652e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0016281843295707,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0033975675694732,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.685471138299268e-11,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.199553174855985e-09,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.5259215933420825e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.891745741250694e-09,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.2734160270821585e-07,kg,"coal extraction and processing - Lignite, LIG, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.5002391554033022e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.3945921108882564e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0007285321634172,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.313785012738776e-11,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.537453685701222e-06,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.1491846656033002e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0007594561059557,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0019064522896048,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.241557318412357e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.6445397460697728e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.195465062936756e-08,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.741634993356662e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.582067684753018e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.479444807960396e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.718810536842543e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.001597028990877,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.8856315755090401e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.371394840919739e-07,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.686041128268125e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.26736706359012e-05,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.537694977080387e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.106308710929116e-08,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.070999906710026e-09,kg,"coal extraction and processing - Northern Appalachia, BIT, Surface",Cutoff dummy flow skipped
