domain,exchange_flow_name,exchange_supplying_process_id,exchange_supplying_process_location,exchange_supplying_process_name,info_process_id,info_process_location,info_process_name,info_unit,n_row_amount,n_row_unit,process_name,reason
technosphere,"Mixed deposit containers, at source",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0,kg,"Deposit containers, at collection, California Refund Value, CRV",Cutoff dummy flow skipped
technosphere,"Clay, at mine",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.35,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Epoxy, resin, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0028,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Silicone dioxide, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.31,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Borax, anhydrous, powder, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.018,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Boric acid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.013,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Calcium borates, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0052,kg,"E-glass, at plant",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.9212179311261062,kg,Electricity - ALL - British Columbia Hydro and Power Authority,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.9212179311261062,kg,Electricity - ALL - Hydro-Quebec TransEnergie,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.9212179311261062,kg,Electricity - ALL - Manitoba Hydro,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.732607114928251,kg,Electricity - ALL - New Brunswick System Operator,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.8577414076476899,kg,Electricity - ALL - Ontario IESO,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0300788779630198,kg,"Electricity - COAL - Electric Reliability Council of Texas, Inc.",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,19.131583735556063,kg,Electricity - COAL - Public Service Company of Colorado,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.018466331210837,kg,Electricity - COAL - Southwest Power Pool,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.1544694302467592,kg,Electricity - GAS - California Independent System Operator,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0644926357636696,kg,"Electricity - GAS - Electric Reliability Council of Texas, Inc.",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.2599616466133003,kg,Electricity - GAS - Florida Municipal Power Pool,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0980064280001438,kg,Electricity - GAS - ISO New England,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0578041182444695,kg,Electricity - GAS - Los Angeles Department of Water and Power,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0231402550506784,kg,"Electricity - GAS - Midcontinent Independent System Operator, Inc.",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0452738568595666,kg,Electricity - GAS - Nevada Power Company,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.060780967291326,kg,Electricity - GAS - Salt River Project Agricultural Improvement and Power District,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0527080967671204,kg,"Electricity - GAS - Southern Company Services, Inc. - Trans",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.2584553051334264,kg,Electricity - GAS - Southwest Power Pool,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0503990043632399,kg,Electricity - GAS - Tampa Electric Company,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.033445700288104,kg,Electricity - GAS - Tennessee Valley Authority,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.1539242798401796,kg,Electricity - GAS - Western Area Power Administration - Rocky Mountain Region,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.5323465155611948,kg,Electricity - MIXED - Florida Municipal Power Pool,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,21.941063314308963,kg,Electricity - MIXED - Florida Power & Light Co.,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0554538334595963,kg,Electricity - MIXED - ISO New England,Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.1612787296210963,kg,"Electricity - MIXED - PJM Interconnection, LLC",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0797084490602038,kg,"Electricity - MIXED - Southern Company Services, Inc. - Trans",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.7746887537631596,kg,Electricity - NUCLEAR - Salt River Project Agricultural Improvement and Power District,Cutoff dummy flow skipped
technosphere,"Electricity, from renewable source, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.012793,kWh,"Electricity, alumina refining regions",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.13882,kWh,"Electricity, alumina refining regions",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.63943,kWh,"Electricity, aluminum smelting and ingot casting regions",Cutoff dummy flow skipped
technosphere,"Electricity, at wind power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0881243503832999,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, waste, unspecified, at power plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00082431264036,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.15624208408314,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, solar, unspecified, at power plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0493697689617,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, solar, unspecified, at power plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.002230532171,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.089738935658,MJ,"Electricity, at grid",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.21579,kWh,"Electricity, bauxite mining regions",Cutoff dummy flow skipped
technosphere,"Electricity, from renewable source, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.010255,kWh,"Electricity, bauxite mining regions",Cutoff dummy flow skipped
technosphere,"Transport, pipeline, coal slurry",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0022186,t*km,"Electricity, bituminous coal, at power plant",Cutoff dummy flow skipped
technosphere,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,96.0,USD,"Electronics, for control units Bridge; USLCI to USEEIO",Cutoff dummy flow skipped
technosphere,"Transformation, from pasture and meadow",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.3,m2,"Enzyme, Alpha-amylase, Novozyme Liquozyme",Cutoff dummy flow skipped
technosphere,"Transformation, to industrial area",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.3,m2,"Enzyme, Alpha-amylase, Novozyme Liquozyme",Cutoff dummy flow skipped
technosphere,"Transformation, to industrial area",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.72264,m2,"Enzyme, Cellulase, Novozyme Celluclast",Cutoff dummy flow skipped
technosphere,"Transformation, from pasture and meadow",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.72264,m2,"Enzyme, Cellulase, Novozyme Celluclast",Cutoff dummy flow skipped
technosphere,"Transformation, to industrial area",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0,m2,"Enzyme, Glucoamylase, Novozyme Spirizyme",Cutoff dummy flow skipped
technosphere,"Transformation, from pasture and meadow",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0,m2,"Enzyme, Glucoamylase, Novozyme Spirizyme",Cutoff dummy flow skipped
technosphere,"Energy, output, from gasoline",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.26,MJ,"Ethanol, 85%, at blending terminal, 2022",Cutoff dummy flow skipped
technosphere,"Liquid storage tank, chemicals, organics",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.5e-11,Item(s),"Ethanol, 85%, at blending terminal, 2022",Cutoff dummy flow skipped
technosphere,Rubber and plastics hose and belting,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.49e-16,USD,"Ethanol, 85%, blended, at service station, 2022",Cutoff dummy flow skipped
technosphere,Measuring and dispensing pumps,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.17e-15,USD,"Ethanol, 85%, blended, at service station, 2022",Cutoff dummy flow skipped
technosphere,"Liquid storage tank, chemicals, organics",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.47e-12,Item(s),"Ethanol, 85%, blended, at service station, 2022",Cutoff dummy flow skipped
technosphere,Ethanol fermentation plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.19e-06,Item(s),"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Heat, at cogen with ignition biogas engine, allocation exergy",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,12457.0,MJ,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Yeast paste, from whey, at fermentation",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,60.0,kg,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,299000.0,MJ,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,Ethanol fermentation plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.19e-06,Item(s),"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Heat, at cogen with ignition biogas engine, allocation exergy",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,12457.0,MJ,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Yeast paste, from whey, at fermentation",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,60.0,kg,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,299000.0,MJ,"Ethanol, denatured, corn dry mill",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9,kg,"Ethanol, denatured, corn stover, biochemical",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,70560.0,MJ,"Ethanol, denatured, corn stover, biochemical",Cutoff dummy flow skipped
technosphere,Ethanol fermentation plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.97e-05,Item(s),"Ethanol, denatured, corn stover, biochemical",Cutoff dummy flow skipped
technosphere,"Chemicals organic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,24.9,kg,"Ethanol, denatured, corn stover, biochemical",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.333,kg,"Ethanol, denatured, corn stover, biochemical",Cutoff dummy flow skipped
technosphere,Thermochemical Conversion Plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.95e-06,Item(s),"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Monoethanolamine, MEA, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,27.216,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.45359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Zeolite, powder, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,45.359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Magnesium oxide, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.1615,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.39916,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,11968.0,MJ,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,Thermochemical Conversion Plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.95e-06,Item(s),"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Monoethanolamine, MEA, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,27.216,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.45359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Zeolite, powder, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,45.359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Magnesium oxide, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.1615,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.39916,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,11968.0,MJ,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,Thermochemical Conversion Plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.95e-06,Item(s),"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Monoethanolamine, MEA, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,27.216,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.45359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Zeolite, powder, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,45.359,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Magnesium oxide, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.1615,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.39916,kg,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,11968.0,MJ,"Ethanol, denatured, forest residues, thermochem",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.333,kg,"Ethanol, denatured, switchgrass, biochemical",Cutoff dummy flow skipped
technosphere,Ethanol fermentation plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.97e-05,Item(s),"Ethanol, denatured, switchgrass, biochemical",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,70560.0,MJ,"Ethanol, denatured, switchgrass, biochemical",Cutoff dummy flow skipped
technosphere,"Chemicals organic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,24.9,kg,"Ethanol, denatured, switchgrass, biochemical",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9,kg,"Ethanol, denatured, switchgrass, biochemical",Cutoff dummy flow skipped
technosphere,"Chemicals organic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,24.9,kg,"Ethanol, denatured, wheat straw, biochemical",Cutoff dummy flow skipped
technosphere,"Energy, output",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,70560.0,MJ,"Ethanol, denatured, wheat straw, biochemical",Cutoff dummy flow skipped
technosphere,"Sulphite, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.333,kg,"Ethanol, denatured, wheat straw, biochemical",Cutoff dummy flow skipped
technosphere,Ethanol fermentation plant,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.97e-05,Item(s),"Ethanol, denatured, wheat straw, biochemical",Cutoff dummy flow skipped
technosphere,"Chemicals inorganic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.9,kg,"Ethanol, denatured, wheat straw, biochemical",Cutoff dummy flow skipped
technosphere,Petrochemicals,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.82,USD,Ethoxylated alcohols Bridge; USLCI to USEEIO,Cutoff dummy flow skipped
technosphere,"Nitrogen, liquid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.01,kg,"Ethylene glycol, materials production, organic compound, at plant, kg",Cutoff dummy flow skipped
technosphere,"Fuel gas, produced onsite, at cracker, m3",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.113,m3,"Ethylene, materials production, organic compound, at plant, kg",Cutoff dummy flow skipped
technosphere,"Landfill gas, at cracker, m3",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00072,m3,"Ethylene, materials production, organic compound, at plant, kg",Cutoff dummy flow skipped
technosphere,Construction machinery,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.33,USD,"Excavation, hydraulic digger Bridge; USLCI to USEEIO",Cutoff dummy flow skipped
technosphere,"Potassium nitrate, as K2O, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,94.0,kg,"Fertilizer, corn, 2022",Cutoff dummy flow skipped
technosphere,"Slurry spreading, by vacuum tanker",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.01,m3,"Fertilizer, corn, 2022",Cutoff dummy flow skipped
technosphere,"Solid manure loading and spreading, by hydraulic loader and spreader",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.02,kg,"Fertilizer, corn, 2022",Cutoff dummy flow skipped
technosphere,"Potassium chloride, as K2O, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,49.4,kg,"Fertilizer, stover, 2022",Cutoff dummy flow skipped
technosphere,"Potassium chloride, as K2O, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,122.0,kg,"Fertilizer, switchgrass, 2022",Cutoff dummy flow skipped
technosphere,"Fertilising, by broadcaster",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,20000.0,m2,"Fertilizer, switchgrass, 2022",Cutoff dummy flow skipped
technosphere,"Potassium chloride, as K2O, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,12.2,kg,"Fertilizer, winter wheat straw, 2022",Cutoff dummy flow skipped
technosphere,Glass and glass products,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.63,USD,Flat Glass Bridge; USLCI to USEEIO,Cutoff dummy flow skipped
technosphere,"Conveyor belt, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.4747e-05,m,"Forest residue, dried, stored",Cutoff dummy flow skipped
technosphere,"Dried roughage store, non ventilated",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.5711e-08,m3,"Forest residue, dried, stored",Cutoff dummy flow skipped
technosphere,"Fodder loading, by self-loading trailer",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.2653,m3,"Forest residue, dried, stored",Cutoff dummy flow skipped
technosphere,"Transformation, to forest, intensive, normal",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,8.8964651e-05,m2,"Forest residue, processed and loaded, at landing system",Cutoff dummy flow skipped
technosphere,"Transformation, from dump site, sanitary landfill",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.1441088e-08,m2,"Forest residue, processed and loaded, at landing system",Cutoff dummy flow skipped
technosphere,"Transformation, to dump site, sanitary landfill",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.1441088e-08,m2,"Forest residue, processed and loaded, at landing system",Cutoff dummy flow skipped
technosphere,"Transformation, to industrial area",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.3070013e-05,m2,"Forest residue, processed and loaded, at landing system",Cutoff dummy flow skipped
technosphere,"Transformation, to water bodies, artificial",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00019496948,m2,"Forest residue, processed and loaded, at landing system",Cutoff dummy flow skipped
