id1,id2,flow,unit,description,type,emission_id,database,,,
"('biosphere3', 'f6d61373-a3bc-41c8-9867-eefcd1eea3d6')",f6d61373-a3bc-41c8-9867-eefcd1eea3d6,Antimony-122,kilo Becquerel,"water; ground-, long-term",emission,f6d61373-a3bc-41c8-9867-eefcd1eea3d6,biosphere3,,,
"('biosphere3', '84e56689-d3d4-4f9b-831d-e4e83046ce2c')",84e56689-d3d4-4f9b-831d-e4e83046ce2c,Antimony-122,kilo Becquerel,water,emission,84e56689-d3d4-4f9b-831d-e4e83046ce2c,biosphere3,,,
"('biosphere3', '4944a14b-bbca-4a94-9a77-73f6832b9625')",4944a14b-bbca-4a94-9a77-73f6832b9625,Antimony-122,kilo Becquerel,water; ocean,emission,4944a14b-bbca-4a94-9a77-73f6832b9625,biosphere3,,,
"('biosphere3', '7567e592-ecfa-467b-9f11-19f11786505b')",7567e592-ecfa-467b-9f11-19f11786505b,Antimony-124,kilo Becquerel,air; non-urban air or from high stacks,emission,7567e592-ecfa-467b-9f11-19f11786505b,biosphere3,,,
"('biosphere3', '42c74b9e-fa00-4612-a3bf-4951237cba04')",42c74b9e-fa00-4612-a3bf-4951237cba04,Antimony-124,kilo Becquerel,air; urban air close to ground,emission,42c74b9e-fa00-4612-a3bf-4951237cba04,biosphere3,,,
"('biosphere3', '6cf5c7e9-f3c2-4185-82bb-b5a1278651da')",6cf5c7e9-f3c2-4185-82bb-b5a1278651da,Antimony-124,kilo Becquerel,"air; low population density, long-term",emission,6cf5c7e9-f3c2-4185-82bb-b5a1278651da,biosphere3,,,
"('biosphere3', '077b92b0-0610-48ba-9ff8-55c13e98364b')",077b92b0-0610-48ba-9ff8-55c13e98364b,Antimony-124,kilo Becquerel,water; surface water,emission,077b92b0-0610-48ba-9ff8-55c13e98364b,biosphere3,,,
"('biosphere3', 'f7236656-9c75-47c1-8435-26283fd5d58b')",f7236656-9c75-47c1-8435-26283fd5d58b,Antimony-124,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,f7236656-9c75-47c1-8435-26283fd5d58b,biosphere3,,,
"('biosphere3', '0e066010-5511-4ce5-b7ff-446e58417a65')",0e066010-5511-4ce5-b7ff-446e58417a65,Antimony-124,kilo Becquerel,"water; ground-, long-term",emission,0e066010-5511-4ce5-b7ff-446e58417a65,biosphere3,,,
"('biosphere3', '232b8aaa-06a6-4940-b725-46470bc82864')",232b8aaa-06a6-4940-b725-46470bc82864,Antimony-124,kilo Becquerel,water; ocean,emission,232b8aaa-06a6-4940-b725-46470bc82864,biosphere3,,,
"('biosphere3', '8cd82962-d90f-409a-b3c1-961d5365d338')",8cd82962-d90f-409a-b3c1-961d5365d338,Antimony-124,kilo Becquerel,air,emission,8cd82962-d90f-409a-b3c1-961d5365d338,biosphere3,,,
"('biosphere3', 'f9055607-c571-4903-85a8-7c20e3790c43')",f9055607-c571-4903-85a8-7c20e3790c43,Antimony-124,kilo Becquerel,water; ground-,emission,f9055607-c571-4903-85a8-7c20e3790c43,biosphere3,,,
"('biosphere3', '64f81516-52e1-4ce6-a22c-84d3f7cc9a53')",64f81516-52e1-4ce6-a22c-84d3f7cc9a53,Antimony-124,kilo Becquerel,water,emission,64f81516-52e1-4ce6-a22c-84d3f7cc9a53,biosphere3,,,
"('biosphere3', 'b2466957-a3f8-4b31-8b95-3f5e6f99b594')",b2466957-a3f8-4b31-8b95-3f5e6f99b594,Antimony-125,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,b2466957-a3f8-4b31-8b95-3f5e6f99b594,biosphere3,,,
"('biosphere3', 'ffe3e89e-e0c1-4665-a6e5-2404c131fe32')",ffe3e89e-e0c1-4665-a6e5-2404c131fe32,Antimony-125,kilo Becquerel,"air; low population density, long-term",emission,ffe3e89e-e0c1-4665-a6e5-2404c131fe32,biosphere3,,,
"('biosphere3', 'a9141288-0e08-4e15-92c7-3617251c64aa')",a9141288-0e08-4e15-92c7-3617251c64aa,Antimony-125,kilo Becquerel,water; ground-,emission,a9141288-0e08-4e15-92c7-3617251c64aa,biosphere3,,,
"('biosphere3', '6a05e007-ce7e-4dd3-8cb7-54585031b8b5')",6a05e007-ce7e-4dd3-8cb7-54585031b8b5,Antimony-125,kilo Becquerel,water; ocean,emission,6a05e007-ce7e-4dd3-8cb7-54585031b8b5,biosphere3,,,
"('biosphere3', '9314fbdb-a2c7-466b-bb6c-61c89f09df51')",9314fbdb-a2c7-466b-bb6c-61c89f09df51,Antimony-125,kilo Becquerel,air,emission,9314fbdb-a2c7-466b-bb6c-61c89f09df51,biosphere3,,,
"('biosphere3', '33d0fe96-541c-4ac2-9dd6-51b44dc39676')",33d0fe96-541c-4ac2-9dd6-51b44dc39676,Antimony-125,kilo Becquerel,air; urban air close to ground,emission,33d0fe96-541c-4ac2-9dd6-51b44dc39676,biosphere3,,,
"('biosphere3', '16ff2790-3c88-4761-bb09-b91d981d2c30')",16ff2790-3c88-4761-bb09-b91d981d2c30,Antimony-125,kilo Becquerel,"water; ground-, long-term",emission,16ff2790-3c88-4761-bb09-b91d981d2c30,biosphere3,,,
"('biosphere3', '51f80fcc-8eb0-4912-afbd-e9b9861e45a4')",51f80fcc-8eb0-4912-afbd-e9b9861e45a4,Antimony-125,kilo Becquerel,air; non-urban air or from high stacks,emission,51f80fcc-8eb0-4912-afbd-e9b9861e45a4,biosphere3,,,
"('biosphere3', 'fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d')",fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d,Antimony-125,kilo Becquerel,water,emission,fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d,biosphere3,,,
"('biosphere3', '01f511e2-7030-45f0-abb7-c24a4fae698b')",01f511e2-7030-45f0-abb7-c24a4fae698b,Antimony-125,kilo Becquerel,water; surface water,emission,01f511e2-7030-45f0-abb7-c24a4fae698b,biosphere3,,,
"('biosphere3', 'e395a1a3-6915-4b72-a533-ff1a82fc3da1')",e395a1a3-6915-4b72-a533-ff1a82fc3da1,"AOX, Adsorbable Organic Halogen",kilogram,water; surface water,emission,e395a1a3-6915-4b72-a533-ff1a82fc3da1,biosphere3,,,
"('biosphere3', 'a7831686-271e-4054-ac34-cf55814f902c')",a7831686-271e-4054-ac34-cf55814f902c,"AOX, Adsorbable Organic Halogen",kilogram,water; ground-,emission,a7831686-271e-4054-ac34-cf55814f902c,biosphere3,,,
"('biosphere3', 'a4f6341b-1762-4222-9024-bfd91f63588f')",a4f6341b-1762-4222-9024-bfd91f63588f,"AOX, Adsorbable Organic Halogen",kilogram,water,emission,a4f6341b-1762-4222-9024-bfd91f63588f,biosphere3,,,
"('biosphere3', '46e6f5f7-6541-494f-a9bb-66918fb5d592')",46e6f5f7-6541-494f-a9bb-66918fb5d592,"AOX, Adsorbable Organic Halogen",kilogram,water; ocean,emission,46e6f5f7-6541-494f-a9bb-66918fb5d592,biosphere3,,,
"('biosphere3', 'b5b4a44b-1d45-447f-b2b0-400d1069c733')",b5b4a44b-1d45-447f-b2b0-400d1069c733,"AOX, Adsorbable Organic Halogen",kilogram,"water; ground-, long-term",emission,b5b4a44b-1d45-447f-b2b0-400d1069c733,biosphere3,,,
"('biosphere3', '8b46f615-69c9-4ca3-815e-a7bde116d202')",8b46f615-69c9-4ca3-815e-a7bde116d202,Argon-40,kilogram,natural resource; in air,natural resource,8b46f615-69c9-4ca3-815e-a7bde116d202,biosphere3,,,
"('biosphere3', '38321e66-f6ab-4908-b26f-c17267559bc5')",38321e66-f6ab-4908-b26f-c17267559bc5,Argon-40,kilogram,air,emission,38321e66-f6ab-4908-b26f-c17267559bc5,biosphere3,,,
"('biosphere3', '3ebed407-1756-4880-8d8e-3b4da32bff8d')",3ebed407-1756-4880-8d8e-3b4da32bff8d,Argon-41,kilo Becquerel,"air; low population density, long-term",emission,3ebed407-1756-4880-8d8e-3b4da32bff8d,biosphere3,,,
"('biosphere3', '4af1e88c-f848-4b3e-8a58-20c14de505d9')",4af1e88c-f848-4b3e-8a58-20c14de505d9,Argon-41,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,4af1e88c-f848-4b3e-8a58-20c14de505d9,biosphere3,,,
"('biosphere3', '6006f0fd-a887-4969-8604-85f31be0b420')",6006f0fd-a887-4969-8604-85f31be0b420,Argon-41,kilo Becquerel,air; urban air close to ground,emission,6006f0fd-a887-4969-8604-85f31be0b420,biosphere3,,,
"('biosphere3', 'e7edd471-6c72-42b0-8c2b-8dc9f1959c63')",e7edd471-6c72-42b0-8c2b-8dc9f1959c63,Argon-41,kilo Becquerel,air,emission,e7edd471-6c72-42b0-8c2b-8dc9f1959c63,biosphere3,,,
"('biosphere3', '091d8157-f865-4858-8ceb-0a49ac84614b')",091d8157-f865-4858-8ceb-0a49ac84614b,Argon-41,kilo Becquerel,air; non-urban air or from high stacks,emission,091d8157-f865-4858-8ceb-0a49ac84614b,biosphere3,,,
"('biosphere3', 'e16fd15c-0ebc-55ba-8d3b-9704f13663cb')",e16fd15c-0ebc-55ba-8d3b-9704f13663cb,Arsenic,kilogram,natural resource; in ground,natural resource,e16fd15c-0ebc-55ba-8d3b-9704f13663cb,biosphere3,,,
"('biosphere3', 'f4d0a2c8-efef-4188-85da-5801097389a2')",f4d0a2c8-efef-4188-85da-5801097389a2,Arsenic ion,kilogram,air; urban air close to ground,emission,f4d0a2c8-efef-4188-85da-5801097389a2,biosphere3,,,
"('biosphere3', 'd70b4182-d633-4178-84c0-8854f5f6594b')",d70b4182-d633-4178-84c0-8854f5f6594b,Arsenic ion,kilogram,water; ocean,emission,d70b4182-d633-4178-84c0-8854f5f6594b,biosphere3,,,
"('biosphere3', '1e19d86e-968d-4428-984f-70bfd843a8f4')",1e19d86e-968d-4428-984f-70bfd843a8f4,Arsenic ion,kilogram,soil; forestry,emission,1e19d86e-968d-4428-984f-70bfd843a8f4,biosphere3,,,
"('biosphere3', 'ed751c30-a896-44f3-9a83-2a5328dde94d')",ed751c30-a896-44f3-9a83-2a5328dde94d,Arsenic ion,kilogram,"air; low population density, long-term",emission,ed751c30-a896-44f3-9a83-2a5328dde94d,biosphere3,,,
"('biosphere3', '8c8ffaa5-84ed-4668-ba7d-80fd0f47013f')",8c8ffaa5-84ed-4668-ba7d-80fd0f47013f,Arsenic ion,kilogram,water; surface water,emission,8c8ffaa5-84ed-4668-ba7d-80fd0f47013f,biosphere3,,,
"('biosphere3', 'dc6dbdaa-9f13-43a8-8af5-6603688c6ad0')",dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,Arsenic ion,kilogram,air,emission,dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,biosphere3,,,
"('biosphere3', 'ebc4c2a3-c004-4053-8048-f41fdd9324c8')",ebc4c2a3-c004-4053-8048-f41fdd9324c8,Arsenic ion,kilogram,soil; industrial,emission,ebc4c2a3-c004-4053-8048-f41fdd9324c8,biosphere3,,,
"('biosphere3', '4673a799-36a5-4359-ac6a-fa933281bc93')",4673a799-36a5-4359-ac6a-fa933281bc93,Arsenic ion,kilogram,soil; agricultural,emission,4673a799-36a5-4359-ac6a-fa933281bc93,biosphere3,,,
"('biosphere3', 'fc84887d-158e-4067-80dc-9743165bd70d')",fc84887d-158e-4067-80dc-9743165bd70d,Arsenic ion,kilogram,soil,emission,fc84887d-158e-4067-80dc-9743165bd70d,biosphere3,,,
"('biosphere3', '7348af7c-e102-4a03-a0df-efce16469eed')",7348af7c-e102-4a03-a0df-efce16469eed,Arsenic ion,kilogram,air; non-urban air or from high stacks,emission,7348af7c-e102-4a03-a0df-efce16469eed,biosphere3,,,
"('biosphere3', 'e1bd008f-c3c2-47f1-ab60-35e1a842acc0')",e1bd008f-c3c2-47f1-ab60-35e1a842acc0,Arsenic ion,kilogram,water,emission,e1bd008f-c3c2-47f1-ab60-35e1a842acc0,biosphere3,,,
"('biosphere3', 'cfce0b1a-2873-46fa-8e12-afb5a4213886')",cfce0b1a-2873-46fa-8e12-afb5a4213886,Arsenic ion,kilogram,air; lower stratosphere + upper troposphere,emission,cfce0b1a-2873-46fa-8e12-afb5a4213886,biosphere3,,,
"('biosphere3', '1f607ae2-b42d-4411-90b8-e9bbac66a554')",1f607ae2-b42d-4411-90b8-e9bbac66a554,Arsenic ion,kilogram,water; ground-,emission,1f607ae2-b42d-4411-90b8-e9bbac66a554,biosphere3,,,
"('biosphere3', 'e60edb16-3c74-415b-9aff-a22a6f49fecb')",e60edb16-3c74-415b-9aff-a22a6f49fecb,Arsenic ion,kilogram,"water; ground-, long-term",emission,e60edb16-3c74-415b-9aff-a22a6f49fecb,biosphere3,,,
"('biosphere3', 'a592250d-c73f-4c22-8a20-7f3383f996f0')",a592250d-c73f-4c22-8a20-7f3383f996f0,Arsine,kilogram,"air; low population density, long-term",emission,a592250d-c73f-4c22-8a20-7f3383f996f0,biosphere3,,,
"('biosphere3', 'c03dae87-d4f6-4521-b15a-18ef2cbe9ed0')",c03dae87-d4f6-4521-b15a-18ef2cbe9ed0,Arsine,kilogram,air; non-urban air or from high stacks,emission,c03dae87-d4f6-4521-b15a-18ef2cbe9ed0,biosphere3,,,
"('biosphere3', 'fd9a5a38-992d-4c53-9b0f-16a69d37fb54')",fd9a5a38-992d-4c53-9b0f-16a69d37fb54,Arsine,kilogram,air; urban air close to ground,emission,fd9a5a38-992d-4c53-9b0f-16a69d37fb54,biosphere3,,,
"('biosphere3', '652c8dd0-bc61-4ac0-b15f-fa9be858645d')",652c8dd0-bc61-4ac0-b15f-fa9be858645d,Arsine,kilogram,air; lower stratosphere + upper troposphere,emission,652c8dd0-bc61-4ac0-b15f-fa9be858645d,biosphere3,,,
"('biosphere3', 'aeae7594-af69-46d2-9965-8c235b5c3fe3')",aeae7594-af69-46d2-9965-8c235b5c3fe3,Arsine,kilogram,air,emission,aeae7594-af69-46d2-9965-8c235b5c3fe3,biosphere3,,,
"('biosphere3', 'e58cbe2f-15da-5fbe-8899-d632e3cbdfe9')",e58cbe2f-15da-5fbe-8899-d632e3cbdfe9,Astatine,kilogram,natural resource; in ground,natural resource,e58cbe2f-15da-5fbe-8899-d632e3cbdfe9,biosphere3,,,
"('biosphere3', '042de84f-261d-4e29-bb7d-f43601cc2c7d')",042de84f-261d-4e29-bb7d-f43601cc2c7d,Asulam,kilogram,soil; agricultural,emission,042de84f-261d-4e29-bb7d-f43601cc2c7d,biosphere3,,,
"('biosphere3', 'fed759dd-dac7-4d8a-abd1-886fd858b654')",fed759dd-dac7-4d8a-abd1-886fd858b654,Atrazine,kilogram,water; surface water,emission,fed759dd-dac7-4d8a-abd1-886fd858b654,biosphere3,,,
"('biosphere3', 'd17e81da-3f34-5188-bc30-9dffc1f4bed3')",d17e81da-3f34-5188-bc30-9dffc1f4bed3,Atrazine,kilogram,water,emission,d17e81da-3f34-5188-bc30-9dffc1f4bed3,biosphere3,,,
"('biosphere3', 'e04d6f3d-1cb2-4ab1-aef9-fd0221028fe2')",e04d6f3d-1cb2-4ab1-aef9-fd0221028fe2,Atrazine,kilogram,water; ground-,emission,e04d6f3d-1cb2-4ab1-aef9-fd0221028fe2,biosphere3,,,
"('biosphere3', '8354bde6-ab9f-5c21-ad79-07dbab26cd22')",8354bde6-ab9f-5c21-ad79-07dbab26cd22,Atrazine,kilogram,soil; forestry,emission,8354bde6-ab9f-5c21-ad79-07dbab26cd22,biosphere3,,,
"('biosphere3', 'efd3798a-ff6b-46ef-b408-0e74d80548cc')",efd3798a-ff6b-46ef-b408-0e74d80548cc,Atrazine,kilogram,soil; agricultural,emission,efd3798a-ff6b-46ef-b408-0e74d80548cc,biosphere3,,,
"('biosphere3', 'c63b5ff6-0ca1-44a0-92ba-f634fb8373ad')",c63b5ff6-0ca1-44a0-92ba-f634fb8373ad,Atrazine,kilogram,air; non-urban air or from high stacks,emission,c63b5ff6-0ca1-44a0-92ba-f634fb8373ad,biosphere3,,,
"('biosphere3', '0f74b213-664e-5da8-b700-bf2c01a9c57a')",0f74b213-664e-5da8-b700-bf2c01a9c57a,Azaconazol,kilogram,soil; agricultural,emission,0f74b213-664e-5da8-b700-bf2c01a9c57a,biosphere3,,,
"('biosphere3', '49cf6a32-97db-5cf4-b1d6-47ea6fd1e4c8')",49cf6a32-97db-5cf4-b1d6-47ea6fd1e4c8,Azadirachtin,kilogram,soil; agricultural,emission,49cf6a32-97db-5cf4-b1d6-47ea6fd1e4c8,biosphere3,,,
"('biosphere3', 'c10f1360-e1dc-44fa-8c2d-00bdd8524724')",c10f1360-e1dc-44fa-8c2d-00bdd8524724,Azinphos-methyl,kilogram,soil; agricultural,emission,c10f1360-e1dc-44fa-8c2d-00bdd8524724,biosphere3,,,
"('biosphere3', '3f3d97d7-6ecb-5b48-8bb1-2bada023950e')",3f3d97d7-6ecb-5b48-8bb1-2bada023950e,Aziprotryne,kilogram,soil; agricultural,emission,3f3d97d7-6ecb-5b48-8bb1-2bada023950e,biosphere3,,,
"('biosphere3', '310a744b-7a1a-5b7a-a68b-7e85de9d8a20')",310a744b-7a1a-5b7a-a68b-7e85de9d8a20,Azoxystrobin,kilogram,soil; forestry,emission,310a744b-7a1a-5b7a-a68b-7e85de9d8a20,biosphere3,,,
"('biosphere3', 'e69b028e-e549-4869-ae4a-b85ef8bcb7a9')",e69b028e-e549-4869-ae4a-b85ef8bcb7a9,Azoxystrobin,kilogram,soil; agricultural,emission,e69b028e-e549-4869-ae4a-b85ef8bcb7a9,biosphere3,,,
"('biosphere3', '0b5b83a4-ef85-4db6-a739-79f8e00d5dac')",0b5b83a4-ef85-4db6-a739-79f8e00d5dac,Azoxystrobin,kilogram,air; non-urban air or from high stacks,emission,0b5b83a4-ef85-4db6-a739-79f8e00d5dac,biosphere3,,,
"('biosphere3', 'a6f022be-e24e-5d56-898e-98d4074c594f')",a6f022be-e24e-5d56-898e-98d4074c594f,Azoxystrobin,kilogram,water; ground-,emission,a6f022be-e24e-5d56-898e-98d4074c594f,biosphere3,,,
"('biosphere3', 'b468d9af-f8a7-59f1-b82d-289dee4eae9e')",b468d9af-f8a7-59f1-b82d-289dee4eae9e,Azoxystrobin,kilogram,water,emission,b468d9af-f8a7-59f1-b82d-289dee4eae9e,biosphere3,,,
"('biosphere3', '9c8ad71b-7d45-46f9-85eb-ae0fcb0eeeab')",9c8ad71b-7d45-46f9-85eb-ae0fcb0eeeab,Barite,kilogram,water; ground-,emission,9c8ad71b-7d45-46f9-85eb-ae0fcb0eeeab,biosphere3,,,
"('biosphere3', '60ea7a31-8f27-46af-bfe5-66417f00088b')",60ea7a31-8f27-46af-bfe5-66417f00088b,Barite,kilogram,water; ocean,emission,60ea7a31-8f27-46af-bfe5-66417f00088b,biosphere3,,,
"('biosphere3', '17a7db69-d874-4ecd-af5d-48c98def445f')",17a7db69-d874-4ecd-af5d-48c98def445f,Barite,kilogram,water,emission,17a7db69-d874-4ecd-af5d-48c98def445f,biosphere3,,,
"('biosphere3', 'c975a4d6-eb2f-4607-9ddd-27577a37e3ba')",c975a4d6-eb2f-4607-9ddd-27577a37e3ba,Barite,kilogram,"water; ground-, long-term",emission,c975a4d6-eb2f-4607-9ddd-27577a37e3ba,biosphere3,,,
"('biosphere3', 'e54cd899-0a5e-46b6-a43d-d555ac0af682')",e54cd899-0a5e-46b6-a43d-d555ac0af682,Barite,kilogram,water; surface water,emission,e54cd899-0a5e-46b6-a43d-d555ac0af682,biosphere3,,,
"('biosphere3', 'c13beafb-2aed-4a52-b09a-78d28913b6ce')",c13beafb-2aed-4a52-b09a-78d28913b6ce,"Barite, 15% in crude ore",kilogram,natural resource; in ground,natural resource,c13beafb-2aed-4a52-b09a-78d28913b6ce,biosphere3,,,
"('biosphere3', '240177d8-6f3b-43f5-8d1e-0c18114dfa02')",240177d8-6f3b-43f5-8d1e-0c18114dfa02,Barium,kilogram,natural resource; in ground,natural resource,240177d8-6f3b-43f5-8d1e-0c18114dfa02,biosphere3,,,
"('biosphere3', '98267bbc-0591-4eb8-8581-2231208c548d')",98267bbc-0591-4eb8-8581-2231208c548d,Barium II,kilogram,air; lower stratosphere + upper troposphere,emission,98267bbc-0591-4eb8-8581-2231208c548d,biosphere3,,,
"('biosphere3', '5719929a-8c5b-48cc-a039-b11a9f380467')",5719929a-8c5b-48cc-a039-b11a9f380467,Barium II,kilogram,soil; industrial,emission,5719929a-8c5b-48cc-a039-b11a9f380467,biosphere3,,,
"('biosphere3', '3184c902-c587-4fd7-bd89-769d3cf30072')",3184c902-c587-4fd7-bd89-769d3cf30072,Barium II,kilogram,"water; ground-, long-term",emission,3184c902-c587-4fd7-bd89-769d3cf30072,biosphere3,,,
"('biosphere3', '99cd88f6-16b7-4b28-895c-2f42101f634b')",99cd88f6-16b7-4b28-895c-2f42101f634b,Barium II,kilogram,soil,emission,99cd88f6-16b7-4b28-895c-2f42101f634b,biosphere3,,,
"('biosphere3', 'cd5898ca-96ad-4038-b7ac-edf544d2800a')",cd5898ca-96ad-4038-b7ac-edf544d2800a,Barium II,kilogram,"air; low population density, long-term",emission,cd5898ca-96ad-4038-b7ac-edf544d2800a,biosphere3,,,
"('biosphere3', '7e246e3a-5cff-43fc-a8e6-02d191424559')",7e246e3a-5cff-43fc-a8e6-02d191424559,Barium II,kilogram,air,emission,7e246e3a-5cff-43fc-a8e6-02d191424559,biosphere3,,,
"('biosphere3', '0e1c17ae-8144-4714-a7cd-786a5480f423')",0e1c17ae-8144-4714-a7cd-786a5480f423,Barium II,kilogram,water,emission,0e1c17ae-8144-4714-a7cd-786a5480f423,biosphere3,,,
"('biosphere3', 'd68f41b3-6887-49a8-8efa-96812f8ec9f6')",d68f41b3-6887-49a8-8efa-96812f8ec9f6,Barium II,kilogram,water; ground-,emission,d68f41b3-6887-49a8-8efa-96812f8ec9f6,biosphere3,,,
"('biosphere3', '24cf82f8-c517-4fef-8f93-17519adb855e')",24cf82f8-c517-4fef-8f93-17519adb855e,Barium II,kilogram,air; non-urban air or from high stacks,emission,24cf82f8-c517-4fef-8f93-17519adb855e,biosphere3,,,
"('biosphere3', '2c872773-0a29-4831-93b9-d49b116fa7d5')",2c872773-0a29-4831-93b9-d49b116fa7d5,Barium II,kilogram,water; surface water,emission,2c872773-0a29-4831-93b9-d49b116fa7d5,biosphere3,,,
"('biosphere3', '95ad40ec-c34b-49fc-a7dc-0e13172ac105')",95ad40ec-c34b-49fc-a7dc-0e13172ac105,Barium II,kilogram,water; ocean,emission,95ad40ec-c34b-49fc-a7dc-0e13172ac105,biosphere3,,,
"('biosphere3', 'f8199e39-7354-44ad-92d8-6a2cc3bac24e')",f8199e39-7354-44ad-92d8-6a2cc3bac24e,Barium II,kilogram,soil; agricultural,emission,f8199e39-7354-44ad-92d8-6a2cc3bac24e,biosphere3,,,
"('biosphere3', 'c792edbf-a11f-459d-9d92-15ad0c2f0c3c')",c792edbf-a11f-459d-9d92-15ad0c2f0c3c,Barium II,kilogram,soil; forestry,emission,c792edbf-a11f-459d-9d92-15ad0c2f0c3c,biosphere3,,,
"('biosphere3', '5ffb3576-740f-41ba-814f-8538d83a4b3b')",5ffb3576-740f-41ba-814f-8538d83a4b3b,Barium II,kilogram,air; urban air close to ground,emission,5ffb3576-740f-41ba-814f-8538d83a4b3b,biosphere3,,,
"('biosphere3', '2bf2965d-d5ce-5e65-ad9d-b0b636c70b20')",2bf2965d-d5ce-5e65-ad9d-b0b636c70b20,Barium sulfide,kilogram,water,emission,2bf2965d-d5ce-5e65-ad9d-b0b636c70b20,biosphere3,,,
"('biosphere3', '971a80fe-44e3-4b15-8d17-412c1e55acb6')",971a80fe-44e3-4b15-8d17-412c1e55acb6,Barium-140,kilo Becquerel,air; urban air close to ground,emission,971a80fe-44e3-4b15-8d17-412c1e55acb6,biosphere3,,,
"('biosphere3', 'cb7d14ab-f2f3-4dff-83a6-8803f7018301')",cb7d14ab-f2f3-4dff-83a6-8803f7018301,Barium-140,kilo Becquerel,"air; low population density, long-term",emission,cb7d14ab-f2f3-4dff-83a6-8803f7018301,biosphere3,,,
"('biosphere3', '634463b6-08b4-487a-b0af-4e19fbe8bca2')",634463b6-08b4-487a-b0af-4e19fbe8bca2,Barium-140,kilo Becquerel,air,emission,634463b6-08b4-487a-b0af-4e19fbe8bca2,biosphere3,,,
"('biosphere3', '18c5396a-1034-4226-a6f3-04c9963f8595')",18c5396a-1034-4226-a6f3-04c9963f8595,Barium-140,kilo Becquerel,water; ground-,emission,18c5396a-1034-4226-a6f3-04c9963f8595,biosphere3,,,
"('biosphere3', '08439a5d-5036-4e9f-89df-08239a6dbc33')",08439a5d-5036-4e9f-89df-08239a6dbc33,Barium-140,kilo Becquerel,water; surface water,emission,08439a5d-5036-4e9f-89df-08239a6dbc33,biosphere3,,,
"('biosphere3', 'e00fd1b8-6eb9-43c2-b6b1-2f6a7d37f981')",e00fd1b8-6eb9-43c2-b6b1-2f6a7d37f981,Barium-140,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,e00fd1b8-6eb9-43c2-b6b1-2f6a7d37f981,biosphere3,,,
"('biosphere3', '3f206533-f017-4d74-8a2d-e563af85d417')",3f206533-f017-4d74-8a2d-e563af85d417,Barium-140,kilo Becquerel,air; non-urban air or from high stacks,emission,3f206533-f017-4d74-8a2d-e563af85d417,biosphere3,,,
"('biosphere3', '9126f418-0dec-4f1d-ac58-573cfa544ed0')",9126f418-0dec-4f1d-ac58-573cfa544ed0,Barium-140,kilo Becquerel,water; ocean,emission,9126f418-0dec-4f1d-ac58-573cfa544ed0,biosphere3,,,
"('biosphere3', '36c37c87-0dbf-4e30-83e9-288825e113b2')",36c37c87-0dbf-4e30-83e9-288825e113b2,Barium-140,kilo Becquerel,water,emission,36c37c87-0dbf-4e30-83e9-288825e113b2,biosphere3,,,
"('biosphere3', 'eeb6beba-20d3-4edc-b356-be730db4aadb')",eeb6beba-20d3-4edc-b356-be730db4aadb,Barium-140,kilo Becquerel,"water; ground-, long-term",emission,eeb6beba-20d3-4edc-b356-be730db4aadb,biosphere3,,,
"('biosphere3', 'ac3a8914-35f0-4c34-a956-f26b3a053e4a')",ac3a8914-35f0-4c34-a956-f26b3a053e4a,Basalt,kilogram,natural resource; in ground,natural resource,ac3a8914-35f0-4c34-a956-f26b3a053e4a,biosphere3,,,
"('biosphere3', 'fb4c5bda-c9ea-5b77-b296-406722e35441')",fb4c5bda-c9ea-5b77-b296-406722e35441,Benalaxyl,kilogram,soil; agricultural,emission,fb4c5bda-c9ea-5b77-b296-406722e35441,biosphere3,,,
"('biosphere3', 'e4369d6b-1c65-455b-bce2-8b74636a3c80')",e4369d6b-1c65-455b-bce2-8b74636a3c80,Benazolin,kilogram,soil; agricultural,emission,e4369d6b-1c65-455b-bce2-8b74636a3c80,biosphere3,,,
"('biosphere3', '3301e59e-2f7b-46bd-b185-32ef8caac4ea')",3301e59e-2f7b-46bd-b185-32ef8caac4ea,Benfluralin,kilogram,soil; agricultural,emission,3301e59e-2f7b-46bd-b185-32ef8caac4ea,biosphere3,,,
"('biosphere3', 'a25e7873-b0fd-46eb-81da-e49d84c2ac25')",a25e7873-b0fd-46eb-81da-e49d84c2ac25,Benomyl,kilogram,soil; agricultural,emission,a25e7873-b0fd-46eb-81da-e49d84c2ac25,biosphere3,,,
"('biosphere3', '886726f4-d8bc-566b-96dd-c02ccdd235dd')",886726f4-d8bc-566b-96dd-c02ccdd235dd,Benoxacor,kilogram,soil; agricultural,emission,886726f4-d8bc-566b-96dd-c02ccdd235dd,biosphere3,,,
"('biosphere3', '31b12a79-5555-4eb6-8cae-4b13b53ef8af')",31b12a79-5555-4eb6-8cae-4b13b53ef8af,Bensulfuron methyl ester,kilogram,soil; agricultural,emission,31b12a79-5555-4eb6-8cae-4b13b53ef8af,biosphere3,,,
