id1,id2,flow,unit,description,type,emission_id,database,,,
"('biosphere3', '4e2078f2-3ac3-46d1-8ee8-a23c8d1909ed')",4e2078f2-3ac3-46d1-8ee8-a23c8d1909ed,Iodine,kilogram,air; lower stratosphere + upper troposphere,emission,4e2078f2-3ac3-46d1-8ee8-a23c8d1909ed,biosphere3,,,
"('biosphere3', '36a3d172-7373-507f-85bd-12b8ba31a6d4')",36a3d172-7373-507f-85bd-12b8ba31a6d4,Iodine,kilogram,natural resource; in water,natural resource,36a3d172-7373-507f-85bd-12b8ba31a6d4,biosphere3,,,
"('biosphere3', 'f9923ae7-bdab-44d8-897c-44310aea76b7')",f9923ae7-bdab-44d8-897c-44310aea76b7,Iodine,kilogram,air; urban air close to ground,emission,f9923ae7-bdab-44d8-897c-44310aea76b7,biosphere3,,,
"('biosphere3', '5cf8884f-62a7-4cc0-8d5a-efe89beac559')",5cf8884f-62a7-4cc0-8d5a-efe89beac559,Iodine,kilogram,"air; low population density, long-term",emission,5cf8884f-62a7-4cc0-8d5a-efe89beac559,biosphere3,,,
"('biosphere3', '446d8fe4-fde6-4640-bc23-f04a663bbc04')",446d8fe4-fde6-4640-bc23-f04a663bbc04,Iodine,kilogram,air,emission,446d8fe4-fde6-4640-bc23-f04a663bbc04,biosphere3,,,
"('biosphere3', '1471acca-34ab-4e04-9bd6-e3825b20580f')",1471acca-34ab-4e04-9bd6-e3825b20580f,Iodine,kilogram,air; non-urban air or from high stacks,emission,1471acca-34ab-4e04-9bd6-e3825b20580f,biosphere3,,,
"('biosphere3', '4649902d-edc5-4d34-ae55-59993fe732d9')",4649902d-edc5-4d34-ae55-59993fe732d9,Iodine-129,kilo Becquerel,air; non-urban air or from high stacks,emission,4649902d-edc5-4d34-ae55-59993fe732d9,biosphere3,,,
"('biosphere3', '05bd7a83-0c53-4e95-b1eb-1140742f4176')",05bd7a83-0c53-4e95-b1eb-1140742f4176,Iodine-129,kilo Becquerel,air; urban air close to ground,emission,05bd7a83-0c53-4e95-b1eb-1140742f4176,biosphere3,,,
"('biosphere3', '0bd4b5ea-feb6-47d4-a657-c5b33b26fded')",0bd4b5ea-feb6-47d4-a657-c5b33b26fded,Iodine-129,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,0bd4b5ea-feb6-47d4-a657-c5b33b26fded,biosphere3,,,
"('biosphere3', '106689fa-52d8-4f7d-aa5b-920122aaf1aa')",106689fa-52d8-4f7d-aa5b-920122aaf1aa,Iodine-129,kilo Becquerel,air,emission,106689fa-52d8-4f7d-aa5b-920122aaf1aa,biosphere3,,,
"('biosphere3', 'f51ec3db-deb0-4766-9b33-6991155b0251')",f51ec3db-deb0-4766-9b33-6991155b0251,Iodine-129,kilo Becquerel,water; ground-,emission,f51ec3db-deb0-4766-9b33-6991155b0251,biosphere3,,,
"('biosphere3', '777160e1-99a9-4a03-b189-8c1af57ee560')",777160e1-99a9-4a03-b189-8c1af57ee560,Iodine-129,kilo Becquerel,water,emission,777160e1-99a9-4a03-b189-8c1af57ee560,biosphere3,,,
"('biosphere3', '27f767b3-3ab6-41bd-9c5f-524104b23dce')",27f767b3-3ab6-41bd-9c5f-524104b23dce,Iodine-129,kilo Becquerel,water; ocean,emission,27f767b3-3ab6-41bd-9c5f-524104b23dce,biosphere3,,,
"('biosphere3', '4809b1f7-9973-476f-90cc-465067d834f3')",4809b1f7-9973-476f-90cc-465067d834f3,Iodine-129,kilo Becquerel,"air; low population density, long-term",emission,4809b1f7-9973-476f-90cc-465067d834f3,biosphere3,,,
"('biosphere3', '08c3135c-9ac5-472b-9a0e-04f2f85099bb')",08c3135c-9ac5-472b-9a0e-04f2f85099bb,Iodine-129,kilo Becquerel,"water; ground-, long-term",emission,08c3135c-9ac5-472b-9a0e-04f2f85099bb,biosphere3,,,
"('biosphere3', '9e689d4d-35b4-4c1c-b61f-2d915695bd2a')",9e689d4d-35b4-4c1c-b61f-2d915695bd2a,Iodine-129,kilo Becquerel,water; surface water,emission,9e689d4d-35b4-4c1c-b61f-2d915695bd2a,biosphere3,,,
"('biosphere3', '19ff96c2-6796-44e3-ab85-3635e8cb7e89')",19ff96c2-6796-44e3-ab85-3635e8cb7e89,Iodine-131,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,19ff96c2-6796-44e3-ab85-3635e8cb7e89,biosphere3,,,
"('biosphere3', 'eea0ae1c-7a64-481c-a24d-fb6a3b8c5290')",eea0ae1c-7a64-481c-a24d-fb6a3b8c5290,Iodine-131,kilo Becquerel,water; ground-,emission,eea0ae1c-7a64-481c-a24d-fb6a3b8c5290,biosphere3,,,
"('biosphere3', 'ab9fef9d-1b47-4d79-a28a-0132dfa18020')",ab9fef9d-1b47-4d79-a28a-0132dfa18020,Iodine-131,kilo Becquerel,water; surface water,emission,ab9fef9d-1b47-4d79-a28a-0132dfa18020,biosphere3,,,
"('biosphere3', '897ec6a5-af78-453f-abdf-32233d0a30bf')",897ec6a5-af78-453f-abdf-32233d0a30bf,Iodine-131,kilo Becquerel,water; ocean,emission,897ec6a5-af78-453f-abdf-32233d0a30bf,biosphere3,,,
"('biosphere3', '0b28fc38-9334-42a9-bac1-a04c2832e79d')",0b28fc38-9334-42a9-bac1-a04c2832e79d,Iodine-131,kilo Becquerel,"water; ground-, long-term",emission,0b28fc38-9334-42a9-bac1-a04c2832e79d,biosphere3,,,
"('biosphere3', '03e91172-fca0-47f3-9014-22ae3136251b')",03e91172-fca0-47f3-9014-22ae3136251b,Iodine-131,kilo Becquerel,air; non-urban air or from high stacks,emission,03e91172-fca0-47f3-9014-22ae3136251b,biosphere3,,,
"('biosphere3', '551ee803-cf94-4b0a-8a99-e19378207281')",551ee803-cf94-4b0a-8a99-e19378207281,Iodine-131,kilo Becquerel,"air; low population density, long-term",emission,551ee803-cf94-4b0a-8a99-e19378207281,biosphere3,,,
"('biosphere3', 'c317b216-2668-40f8-9e24-1ce183d53697')",c317b216-2668-40f8-9e24-1ce183d53697,Iodine-131,kilo Becquerel,air,emission,c317b216-2668-40f8-9e24-1ce183d53697,biosphere3,,,
"('biosphere3', 'ddb14297-53e4-44c2-907c-47b27074ecaf')",ddb14297-53e4-44c2-907c-47b27074ecaf,Iodine-131,kilo Becquerel,air; urban air close to ground,emission,ddb14297-53e4-44c2-907c-47b27074ecaf,biosphere3,,,
"('biosphere3', '618c3a74-5b36-4d8a-b94f-26b8270448f8')",618c3a74-5b36-4d8a-b94f-26b8270448f8,Iodine-131,kilo Becquerel,water,emission,618c3a74-5b36-4d8a-b94f-26b8270448f8,biosphere3,,,
"('biosphere3', '90149757-18a8-470e-b01a-4699b2d40e9f')",90149757-18a8-470e-b01a-4699b2d40e9f,Iodine-133,kilo Becquerel,"water; ground-, long-term",emission,90149757-18a8-470e-b01a-4699b2d40e9f,biosphere3,,,
"('biosphere3', '55ff8efa-cc35-407c-b5b4-b63781da2183')",55ff8efa-cc35-407c-b5b4-b63781da2183,Iodine-133,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,55ff8efa-cc35-407c-b5b4-b63781da2183,biosphere3,,,
"('biosphere3', 'cf4eaf0f-9f17-4a0f-b42d-bb068c73c706')",cf4eaf0f-9f17-4a0f-b42d-bb068c73c706,Iodine-133,kilo Becquerel,water,emission,cf4eaf0f-9f17-4a0f-b42d-bb068c73c706,biosphere3,,,
"('biosphere3', '0eca2efa-6bc8-40c9-9721-84f53d3ca94b')",0eca2efa-6bc8-40c9-9721-84f53d3ca94b,Iodine-133,kilo Becquerel,air; urban air close to ground,emission,0eca2efa-6bc8-40c9-9721-84f53d3ca94b,biosphere3,,,
"('biosphere3', '332a3e5f-39c6-4336-9064-13276942fbba')",332a3e5f-39c6-4336-9064-13276942fbba,Iodine-133,kilo Becquerel,water; ocean,emission,332a3e5f-39c6-4336-9064-13276942fbba,biosphere3,,,
"('biosphere3', '6d7ac032-ed65-49b2-b621-d3922038cf27')",6d7ac032-ed65-49b2-b621-d3922038cf27,Iodine-133,kilo Becquerel,"air; low population density, long-term",emission,6d7ac032-ed65-49b2-b621-d3922038cf27,biosphere3,,,
"('biosphere3', '29f7aad7-40e1-44db-af21-b3604c10b3f0')",29f7aad7-40e1-44db-af21-b3604c10b3f0,Iodine-133,kilo Becquerel,air,emission,29f7aad7-40e1-44db-af21-b3604c10b3f0,biosphere3,,,
"('biosphere3', '4bcc53d8-d8ff-4cb1-bf38-e823d46618ed')",4bcc53d8-d8ff-4cb1-bf38-e823d46618ed,Iodine-133,kilo Becquerel,water; ground-,emission,4bcc53d8-d8ff-4cb1-bf38-e823d46618ed,biosphere3,,,
"('biosphere3', 'eadea134-34d3-4581-9b0b-a59533dfd526')",eadea134-34d3-4581-9b0b-a59533dfd526,Iodine-133,kilo Becquerel,air; non-urban air or from high stacks,emission,eadea134-34d3-4581-9b0b-a59533dfd526,biosphere3,,,
"('biosphere3', 'c708b024-c922-4c43-8a49-81c472c48f75')",c708b024-c922-4c43-8a49-81c472c48f75,Iodine-133,kilo Becquerel,water; surface water,emission,c708b024-c922-4c43-8a49-81c472c48f75,biosphere3,,,
"('biosphere3', '51ad3110-da7a-4625-b445-df74e83ae832')",51ad3110-da7a-4625-b445-df74e83ae832,Iodine-135,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,51ad3110-da7a-4625-b445-df74e83ae832,biosphere3,,,
"('biosphere3', 'a18a3afb-9456-4b80-bafb-78be060c90dc')",a18a3afb-9456-4b80-bafb-78be060c90dc,Iodine-135,kilo Becquerel,air,emission,a18a3afb-9456-4b80-bafb-78be060c90dc,biosphere3,,,
"('biosphere3', 'c70af2bf-48c5-45d2-ba0a-53e576a36223')",c70af2bf-48c5-45d2-ba0a-53e576a36223,Iodine-135,kilo Becquerel,air; urban air close to ground,emission,c70af2bf-48c5-45d2-ba0a-53e576a36223,biosphere3,,,
"('biosphere3', '8f0a7bf7-3fc0-4947-bc83-3cdfe112d9c5')",8f0a7bf7-3fc0-4947-bc83-3cdfe112d9c5,Iodine-135,kilo Becquerel,"air; low population density, long-term",emission,8f0a7bf7-3fc0-4947-bc83-3cdfe112d9c5,biosphere3,,,
"('biosphere3', '46c4bd1f-30da-448c-897e-6aca882d78a4')",46c4bd1f-30da-448c-897e-6aca882d78a4,Iodine-135,kilo Becquerel,air; non-urban air or from high stacks,emission,46c4bd1f-30da-448c-897e-6aca882d78a4,biosphere3,,,
"('biosphere3', '7de77239-7074-4443-9dc9-4492c5e2ef35')",7de77239-7074-4443-9dc9-4492c5e2ef35,"Iodine, 0.03% in water",kilogram,natural resource; in water,natural resource,7de77239-7074-4443-9dc9-4492c5e2ef35,biosphere3,,,
"('biosphere3', 'df1cc3ea-7a3c-40ca-8349-42b89ff59063')",df1cc3ea-7a3c-40ca-8349-42b89ff59063,Iodosulfuron,kilogram,soil; agricultural,emission,df1cc3ea-7a3c-40ca-8349-42b89ff59063,biosphere3,,,
"('biosphere3', 'c4ab841c-b243-45fe-b5f9-258a00016fc9')",c4ab841c-b243-45fe-b5f9-258a00016fc9,Iodosulfuron-methyl-sodium,kilogram,soil; agricultural,emission,c4ab841c-b243-45fe-b5f9-258a00016fc9,biosphere3,,,
"('biosphere3', '6744b13d-2908-4725-88a3-1afd6696c899')",6744b13d-2908-4725-88a3-1afd6696c899,Ioxynil,kilogram,soil; agricultural,emission,6744b13d-2908-4725-88a3-1afd6696c899,biosphere3,,,
"('biosphere3', 'a5a8cee4-65ed-5e02-a1d1-9f81d88223c8')",a5a8cee4-65ed-5e02-a1d1-9f81d88223c8,Ioxynil methyl ester,kilogram,soil; agricultural,emission,a5a8cee4-65ed-5e02-a1d1-9f81d88223c8,biosphere3,,,
"('biosphere3', '299f371a-61c1-4ea2-8c38-901aa74acf7d')",299f371a-61c1-4ea2-8c38-901aa74acf7d,Iprodione,kilogram,soil; agricultural,emission,299f371a-61c1-4ea2-8c38-901aa74acf7d,biosphere3,,,
"('biosphere3', '4ab7bb85-d6b6-5adc-9ccd-b0ebc9fd11ad')",4ab7bb85-d6b6-5adc-9ccd-b0ebc9fd11ad,Iprovalicarb,kilogram,soil; agricultural,emission,4ab7bb85-d6b6-5adc-9ccd-b0ebc9fd11ad,biosphere3,,,
"('biosphere3', 'cdf6212a-1fed-5c8f-b204-04b6ae233893')",cdf6212a-1fed-5c8f-b204-04b6ae233893,Iridium,kilogram,natural resource; in ground,natural resource,cdf6212a-1fed-5c8f-b204-04b6ae233893,biosphere3,,,
"('biosphere3', '8ce3ff02-7a1e-48e3-881e-3248b944f28a')",8ce3ff02-7a1e-48e3-881e-3248b944f28a,Iron,kilogram,natural resource; in ground,natural resource,8ce3ff02-7a1e-48e3-881e-3248b944f28a,biosphere3,,,
"('biosphere3', 'c983ad54-12e9-47a5-b747-5e5c448e58e2')",c983ad54-12e9-47a5-b747-5e5c448e58e2,Iron ion,kilogram,soil; forestry,emission,c983ad54-12e9-47a5-b747-5e5c448e58e2,biosphere3,,,
"('biosphere3', '9b6d6f07-ebc6-447d-a3c0-f2017d77d852')",9b6d6f07-ebc6-447d-a3c0-f2017d77d852,Iron ion,kilogram,"water; ground-, long-term",emission,9b6d6f07-ebc6-447d-a3c0-f2017d77d852,biosphere3,,,
"('biosphere3', '7c335b9c-a403-47a8-bb6d-2e7d3c3a230e')",7c335b9c-a403-47a8-bb6d-2e7d3c3a230e,Iron ion,kilogram,water; surface water,emission,7c335b9c-a403-47a8-bb6d-2e7d3c3a230e,biosphere3,,,
"('biosphere3', '98693cdf-d9fc-43ed-bfe6-78dfe5742d33')",98693cdf-d9fc-43ed-bfe6-78dfe5742d33,Iron ion,kilogram,soil; industrial,emission,98693cdf-d9fc-43ed-bfe6-78dfe5742d33,biosphere3,,,
"('biosphere3', '76152de4-9499-48f7-af98-a5d41842484a')",76152de4-9499-48f7-af98-a5d41842484a,Iron ion,kilogram,air; non-urban air or from high stacks,emission,76152de4-9499-48f7-af98-a5d41842484a,biosphere3,,,
"('biosphere3', 'de444dc0-5964-4501-8367-50ba53bfc6b9')",de444dc0-5964-4501-8367-50ba53bfc6b9,Iron ion,kilogram,water,emission,de444dc0-5964-4501-8367-50ba53bfc6b9,biosphere3,,,
"('biosphere3', '33fd8342-58e7-45c9-ad92-0951c002c403')",33fd8342-58e7-45c9-ad92-0951c002c403,Iron ion,kilogram,water; ground-,emission,33fd8342-58e7-45c9-ad92-0951c002c403,biosphere3,,,
"('biosphere3', '0dc0bbb0-1141-4dff-b6a2-8bd5368e14af')",0dc0bbb0-1141-4dff-b6a2-8bd5368e14af,Iron ion,kilogram,air; lower stratosphere + upper troposphere,emission,0dc0bbb0-1141-4dff-b6a2-8bd5368e14af,biosphere3,,,
"('biosphere3', '8dba66e2-0f2e-4038-84ef-1e40b4f573a6')",8dba66e2-0f2e-4038-84ef-1e40b4f573a6,Iron ion,kilogram,air,emission,8dba66e2-0f2e-4038-84ef-1e40b4f573a6,biosphere3,,,
"('biosphere3', '32cd0492-c0cb-4898-a2b1-675eedc5b688')",32cd0492-c0cb-4898-a2b1-675eedc5b688,Iron ion,kilogram,air; urban air close to ground,emission,32cd0492-c0cb-4898-a2b1-675eedc5b688,biosphere3,,,
"('biosphere3', '2c9a7182-37c8-4777-a37a-9a007c3edb2f')",2c9a7182-37c8-4777-a37a-9a007c3edb2f,Iron ion,kilogram,water; ocean,emission,2c9a7182-37c8-4777-a37a-9a007c3edb2f,biosphere3,,,
"('biosphere3', 'e8bd2edd-f937-49f6-9e8b-9f445278775e')",e8bd2edd-f937-49f6-9e8b-9f445278775e,Iron ion,kilogram,"air; low population density, long-term",emission,e8bd2edd-f937-49f6-9e8b-9f445278775e,biosphere3,,,
"('biosphere3', 'ce567bdc-76ec-4ca0-be79-8bb796e448b3')",ce567bdc-76ec-4ca0-be79-8bb796e448b3,Iron ion,kilogram,soil,emission,ce567bdc-76ec-4ca0-be79-8bb796e448b3,biosphere3,,,
"('biosphere3', 'db364689-e1a3-4629-8835-e6c59d6daf09')",db364689-e1a3-4629-8835-e6c59d6daf09,Iron ion,kilogram,soil; agricultural,emission,db364689-e1a3-4629-8835-e6c59d6daf09,biosphere3,,,
"('biosphere3', '885c00c7-2c39-40d7-b4cb-d658038ee40a')",885c00c7-2c39-40d7-b4cb-d658038ee40a,Iron-59,kilo Becquerel,water; ocean,emission,885c00c7-2c39-40d7-b4cb-d658038ee40a,biosphere3,,,
"('biosphere3', '953f7c14-1ad1-47bd-b907-c4d359f2c599')",953f7c14-1ad1-47bd-b907-c4d359f2c599,Iron-59,kilo Becquerel,air; non-urban air or from high stacks,emission,953f7c14-1ad1-47bd-b907-c4d359f2c599,biosphere3,,,
"('biosphere3', 'b25f5005-10df-4c06-ae4c-ddad7bc04e7e')",b25f5005-10df-4c06-ae4c-ddad7bc04e7e,Iron-59,kilo Becquerel,water,emission,b25f5005-10df-4c06-ae4c-ddad7bc04e7e,biosphere3,,,
"('biosphere3', '6e21027e-bc01-497d-a93a-677ac5a23b31')",6e21027e-bc01-497d-a93a-677ac5a23b31,Iron-59,kilo Becquerel,"water; ground-, long-term",emission,6e21027e-bc01-497d-a93a-677ac5a23b31,biosphere3,,,
"('biosphere3', '400330af-871b-4e34-b5cd-4a34eda6fc40')",400330af-871b-4e34-b5cd-4a34eda6fc40,Iron-59,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,400330af-871b-4e34-b5cd-4a34eda6fc40,biosphere3,,,
"('biosphere3', '128e3b2b-08f7-4777-a984-0e3685e745ef')",128e3b2b-08f7-4777-a984-0e3685e745ef,Iron-59,kilo Becquerel,"air; low population density, long-term",emission,128e3b2b-08f7-4777-a984-0e3685e745ef,biosphere3,,,
"('biosphere3', 'e43640a9-526c-42bd-86e5-4425c9e239ed')",e43640a9-526c-42bd-86e5-4425c9e239ed,Iron-59,kilo Becquerel,water; surface water,emission,e43640a9-526c-42bd-86e5-4425c9e239ed,biosphere3,,,
"('biosphere3', 'b5bc86de-20f6-4791-8f67-e9ba7930f76c')",b5bc86de-20f6-4791-8f67-e9ba7930f76c,Iron-59,kilo Becquerel,air,emission,b5bc86de-20f6-4791-8f67-e9ba7930f76c,biosphere3,,,
"('biosphere3', '282d4a11-f053-47cf-89a4-aafa3184d61d')",282d4a11-f053-47cf-89a4-aafa3184d61d,Iron-59,kilo Becquerel,water; ground-,emission,282d4a11-f053-47cf-89a4-aafa3184d61d,biosphere3,,,
"('biosphere3', '05573d40-39f4-4b4e-98be-2afa50a3b533')",05573d40-39f4-4b4e-98be-2afa50a3b533,Iron-59,kilo Becquerel,air; urban air close to ground,emission,05573d40-39f4-4b4e-98be-2afa50a3b533,biosphere3,,,
"('biosphere3', 'f77aacc3-2c22-4bda-99ab-fe1110a1b891')",f77aacc3-2c22-4bda-99ab-fe1110a1b891,"Iron, 46% in ore, 25% in crude ore",kilogram,natural resource; in ground,natural resource,f77aacc3-2c22-4bda-99ab-fe1110a1b891,biosphere3,,,
"('biosphere3', '99c56f25-9ebb-4e6a-a3e2-e4dc61e9d697')",99c56f25-9ebb-4e6a-a3e2-e4dc61e9d697,"Iron, 72% in magnetite, 14% in crude ore",kilogram,natural resource; in ground,natural resource,99c56f25-9ebb-4e6a-a3e2-e4dc61e9d697,biosphere3,,,
"('biosphere3', '3dba0484-8e84-4a42-ad11-665d589b56bc')",3dba0484-8e84-4a42-ad11-665d589b56bc,Isobutane,kilogram,air; urban air close to ground,emission,3dba0484-8e84-4a42-ad11-665d589b56bc,biosphere3,,,
"('biosphere3', 'ca6e057b-6b74-4ec2-83b0-0e82b98d97f2')",ca6e057b-6b74-4ec2-83b0-0e82b98d97f2,Isocyanic acid,kilogram,air,emission,ca6e057b-6b74-4ec2-83b0-0e82b98d97f2,biosphere3,,,
"('biosphere3', '31a4ca5f-abb9-4dc8-a16f-116c584d4f96')",31a4ca5f-abb9-4dc8-a16f-116c584d4f96,Isocyanic acid,kilogram,air; non-urban air or from high stacks,emission,31a4ca5f-abb9-4dc8-a16f-116c584d4f96,biosphere3,,,
"('biosphere3', '81fc5084-ab42-4f82-b376-43942d23295d')",81fc5084-ab42-4f82-b376-43942d23295d,Isocyanic acid,kilogram,"air; low population density, long-term",emission,81fc5084-ab42-4f82-b376-43942d23295d,biosphere3,,,
"('biosphere3', 'b465eb7f-dfe9-4057-ad17-c451d58fd753')",b465eb7f-dfe9-4057-ad17-c451d58fd753,Isocyanic acid,kilogram,air; urban air close to ground,emission,b465eb7f-dfe9-4057-ad17-c451d58fd753,biosphere3,,,
"('biosphere3', '349a76e2-a467-439f-a179-76d16b656ed1')",349a76e2-a467-439f-a179-76d16b656ed1,Isocyanic acid,kilogram,air; lower stratosphere + upper troposphere,emission,349a76e2-a467-439f-a179-76d16b656ed1,biosphere3,,,
"('biosphere3', '0c209634-80bb-4909-8442-3189b7cb01d7')",0c209634-80bb-4909-8442-3189b7cb01d7,Isoprene,kilogram,air,emission,0c209634-80bb-4909-8442-3189b7cb01d7,biosphere3,,,
"('biosphere3', 'a31cd36e-e3ca-42ac-8d71-de1b6b12f523')",a31cd36e-e3ca-42ac-8d71-de1b6b12f523,Isoprene,kilogram,air; lower stratosphere + upper troposphere,emission,a31cd36e-e3ca-42ac-8d71-de1b6b12f523,biosphere3,,,
"('biosphere3', 'f0cc0453-32c0-48f5-b8d4-fc87d100b8d9')",f0cc0453-32c0-48f5-b8d4-fc87d100b8d9,Isoprene,kilogram,"air; low population density, long-term",emission,f0cc0453-32c0-48f5-b8d4-fc87d100b8d9,biosphere3,,,
"('biosphere3', 'e5e50f39-ab65-4ed0-84c3-93707e85f4d4')",e5e50f39-ab65-4ed0-84c3-93707e85f4d4,Isoprene,kilogram,air; urban air close to ground,emission,e5e50f39-ab65-4ed0-84c3-93707e85f4d4,biosphere3,,,
"('biosphere3', 'bf633941-aa40-4c37-b361-b5cbfb1089f5')",bf633941-aa40-4c37-b361-b5cbfb1089f5,Isoprene,kilogram,air; non-urban air or from high stacks,emission,bf633941-aa40-4c37-b361-b5cbfb1089f5,biosphere3,,,
"('biosphere3', 'ccc38b36-b24f-4630-a8b1-27eccb0b2dfc')",ccc38b36-b24f-4630-a8b1-27eccb0b2dfc,Isopropylamine,kilogram,air; non-urban air or from high stacks,emission,ccc38b36-b24f-4630-a8b1-27eccb0b2dfc,biosphere3,,,
"('biosphere3', '79507960-3ff9-473b-9343-2dad237426e1')",79507960-3ff9-473b-9343-2dad237426e1,Isopropylamine,kilogram,"air; low population density, long-term",emission,79507960-3ff9-473b-9343-2dad237426e1,biosphere3,,,
"('biosphere3', 'f72fe27e-d3bf-45f7-8950-542c72cb4502')",f72fe27e-d3bf-45f7-8950-542c72cb4502,Isopropylamine,kilogram,air; urban air close to ground,emission,f72fe27e-d3bf-45f7-8950-542c72cb4502,biosphere3,,,
"('biosphere3', 'e2ce19fb-c975-4002-ac3d-719f10990871')",e2ce19fb-c975-4002-ac3d-719f10990871,Isopropylamine,kilogram,air; lower stratosphere + upper troposphere,emission,e2ce19fb-c975-4002-ac3d-719f10990871,biosphere3,,,
"('biosphere3', '2b178c09-89d4-49be-afbb-ec21bc158d9c')",2b178c09-89d4-49be-afbb-ec21bc158d9c,Isopropylamine,kilogram,water; surface water,emission,2b178c09-89d4-49be-afbb-ec21bc158d9c,biosphere3,,,
"('biosphere3', '3bdac115-edd6-463f-8ad7-84552b81393c')",3bdac115-edd6-463f-8ad7-84552b81393c,Isopropylamine,kilogram,air,emission,3bdac115-edd6-463f-8ad7-84552b81393c,biosphere3,,,
"('biosphere3', 'c4a7e193-1d48-4da4-a696-777b3e15944d')",c4a7e193-1d48-4da4-a696-777b3e15944d,Isopropylamine,kilogram,water; ground-,emission,c4a7e193-1d48-4da4-a696-777b3e15944d,biosphere3,,,
"('biosphere3', 'cf8e8ae6-d6ea-4e8f-912d-5445e45e2f8d')",cf8e8ae6-d6ea-4e8f-912d-5445e45e2f8d,Isopropylamine,kilogram,"water; ground-, long-term",emission,cf8e8ae6-d6ea-4e8f-912d-5445e45e2f8d,biosphere3,,,
"('biosphere3', 'aab8f6d7-c672-425c-8637-1f1e1402a1db')",aab8f6d7-c672-425c-8637-1f1e1402a1db,Isopropylamine,kilogram,water; ocean,emission,aab8f6d7-c672-425c-8637-1f1e1402a1db,biosphere3,,,
"('biosphere3', '83142883-f04b-4724-ad8b-9528983c6511')",83142883-f04b-4724-ad8b-9528983c6511,Isopropylamine,kilogram,water,emission,83142883-f04b-4724-ad8b-9528983c6511,biosphere3,,,
"('biosphere3', '04f9be83-433e-4564-af72-98e463e5b616')",04f9be83-433e-4564-af72-98e463e5b616,Isoproturon,kilogram,soil; agricultural,emission,04f9be83-433e-4564-af72-98e463e5b616,biosphere3,,,
"('biosphere3', 'b3e6eedb-e295-56df-accf-0471bf42746f')",b3e6eedb-e295-56df-accf-0471bf42746f,Isoxadifen-ethyl,kilogram,soil; agricultural,emission,b3e6eedb-e295-56df-accf-0471bf42746f,biosphere3,,,
"('biosphere3', '90f7c1f9-e57e-4806-a154-5be9a6e1ac2e')",90f7c1f9-e57e-4806-a154-5be9a6e1ac2e,Isoxaflutole,kilogram,soil; agricultural,emission,90f7c1f9-e57e-4806-a154-5be9a6e1ac2e,biosphere3,,,
"('biosphere3', '5e86b7ae-1d51-485c-be33-8c12c4ce4d2e')",5e86b7ae-1d51-485c-be33-8c12c4ce4d2e,Kaolin,kilogram,soil; agricultural,emission,5e86b7ae-1d51-485c-be33-8c12c4ce4d2e,biosphere3,,,
"('biosphere3', '81ff5c0b-c44f-534e-a55e-8fc017e33dd2')",81ff5c0b-c44f-534e-a55e-8fc017e33dd2,Kaolinite,kilogram,natural resource; in ground,natural resource,81ff5c0b-c44f-534e-a55e-8fc017e33dd2,biosphere3,,,
"('biosphere3', 'ee540366-b970-46af-94d8-4c253ded5577')",ee540366-b970-46af-94d8-4c253ded5577,"Kaolinite, 24% in crude ore",kilogram,natural resource; in ground,natural resource,ee540366-b970-46af-94d8-4c253ded5577,biosphere3,,,
"('biosphere3', 'f3380341-7f76-5423-9704-c25ccf777a39')",f3380341-7f76-5423-9704-c25ccf777a39,Kieserite,kilogram,natural resource; in ground,natural resource,f3380341-7f76-5423-9704-c25ccf777a39,biosphere3,,,
"('biosphere3', '38eff837-5465-47a9-a1c9-e1edd70922ef')",38eff837-5465-47a9-a1c9-e1edd70922ef,"Kieserite, 25% in crude ore",kilogram,natural resource; in ground,natural resource,38eff837-5465-47a9-a1c9-e1edd70922ef,biosphere3,,,
"('biosphere3', 'e7c5db65-775c-4ada-8a63-32c67792bd52')",e7c5db65-775c-4ada-8a63-32c67792bd52,Kresoxim-methyl,kilogram,soil; agricultural,emission,e7c5db65-775c-4ada-8a63-32c67792bd52,biosphere3,,,
"('biosphere3', '4602b501-1c9b-4af7-bb1c-864c70c3e855')",4602b501-1c9b-4af7-bb1c-864c70c3e855,Krypton,kilogram,natural resource; in air,natural resource,4602b501-1c9b-4af7-bb1c-864c70c3e855,biosphere3,,,
"('biosphere3', 'b8c4cd64-27cd-43ca-ac5e-011ebdbee7ec')",b8c4cd64-27cd-43ca-ac5e-011ebdbee7ec,Krypton-85,kilo Becquerel,water; ground-,emission,b8c4cd64-27cd-43ca-ac5e-011ebdbee7ec,biosphere3,,,
"('biosphere3', '30614997-3952-4e2a-bde2-4bce2cada098')",30614997-3952-4e2a-bde2-4bce2cada098,Krypton-85,kilo Becquerel,water; ocean,emission,30614997-3952-4e2a-bde2-4bce2cada098,biosphere3,,,
"('biosphere3', '8653eab9-c010-4d0b-ae9f-71694cb5291f')",8653eab9-c010-4d0b-ae9f-71694cb5291f,Krypton-85,kilo Becquerel,air,emission,8653eab9-c010-4d0b-ae9f-71694cb5291f,biosphere3,,,
