process_name,process_id,process_location,process_description,exchange_name,exchange_id,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_type,exchange_category,exchange_description,exchange_is_input,exchange_ecoinvent_type,exchange_supplying_process_id,exchange_supplying_process_name,exchange_supplying_process_location,exchange_flow_type
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,0.84,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Bituminous coal, at mine",317adcbc-b3e3-3ec3-80c3-82b18d0f3207,"Bituminous coal, at mine",317adcbc-b3e3-3ec3-80c3-82b18d0f3207,2.65,kilogram,TECHNOSPHERE,,,True,technosphere,317adcbc-b3e3-3ec3-80c3-82b18d0f3207,"Bituminous coal, at mine",Northern America,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x",wastewater treatment,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,ae96b993269a4ecda26d0eb391ddcf08,0.0149,m3,TECHNOSPHERE,,,True,technosphere,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,TECHNOSPHERE
Cobalt sulfate_V2,350143ba4fff4d4aa3838c7a61f96ab4,GLO,"Life cycle inventory for cobalt sulfate production derived from nickel-copper-cobalt mine in China
ref: https://doi.org/10.1007/s11367-021-01925-x","Electricity, at grid, China",89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at grid, China",89389d98-1ba6-30c5-9c33-92443694936b_copy1,41.553,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,TECHNOSPHERE
"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,GLO,"Aluminum production assuming that 78% is derived from scrap aluminum, while the remainder is primary aluminum 
the ""1998"" version of secondary aluminum is used because the water consumption is weird for the more recent one","Aluminum, primary",73bf2ac6df4145c9bde4db61796c8bab,"Aluminum, primary",73bf2ac6df4145c9bde4db61796c8bab,0.22,kg,TECHNOSPHERE,,,True,technosphere,73bf2ac6df4145c9bde4db61796c8bab,"Aluminum, primary",GLO,TECHNOSPHERE
"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,GLO,"Aluminum production assuming that 78% is derived from scrap aluminum, while the remainder is primary aluminum 
the ""1998"" version of secondary aluminum is used because the water consumption is weird for the more recent one","Aluminum, secondary, ingot, at plant",f525f32d-e3e4-3434-883d-e4b224a47524,"Aluminum, secondary, ingot, at plant",f525f32d-e3e4-3434-883d-e4b224a47524,1.0,kilogram,TECHNOSPHERE,,,True,technosphere,f525f32d-e3e4-3434-883d-e4b224a47524,"Aluminum, secondary, ingot, at plant, 1998",Northern America,TECHNOSPHERE
"steel, global avg BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2_copy1,GLO,"Based global average EAF fraction (28%) https://energyandcleanair.org/wp/wp-content/uploads/2024/03/CREA_2023H2-China-steel-analysis.pdf

LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564 ","steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,"steel, BOF",ef04877a541c4e79a7e1cf24963a4a80,0.72,kg,TECHNOSPHERE,,,True,technosphere,ef04877a541c4e79a7e1cf24963a4a80,"steel, BOF",GLO,TECHNOSPHERE
"steel, global avg BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2_copy1,GLO,"Based global average EAF fraction (28%) https://energyandcleanair.org/wp/wp-content/uploads/2024/03/CREA_2023H2-China-steel-analysis.pdf

LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564 ","Steel scrap; zinc-coated, from cold-forming; at plant",2250f2f2-7faa-3307-9534-ca78b371b4dd.a5794f56-9fa1-4228-ad02-6d3c983bbe4f,"Steel scrap; zinc-coated, from cold-forming; at plant",2250f2f2-7faa-3307-9534-ca78b371b4dd.a5794f56-9fa1-4228-ad02-6d3c983bbe4f,0.28,kilogram,TECHNOSPHERE,,,True,technosphere,2250f2f2-7faa-3307-9534-ca78b371b4dd.a5794f56-9fa1-4228-ad02-6d3c983bbe4f,"Steel, cold-formed studs and track, at plant",Northern America,TECHNOSPHERE
"steel, global avg BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2_copy1,GLO,"Based global average EAF fraction (28%) https://energyandcleanair.org/wp/wp-content/uploads/2024/03/CREA_2023H2-China-steel-analysis.pdf

LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564 ","Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,0.02761,kilogram,TECHNOSPHERE,,,True,technosphere,9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",Northern America,TECHNOSPHERE
"steel, global avg BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2_copy1,GLO,"Based global average EAF fraction (28%) https://energyandcleanair.org/wp/wp-content/uploads/2024/03/CREA_2023H2-China-steel-analysis.pdf

LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564 ","Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,0.03029,kilogram,TECHNOSPHERE,,,True,technosphere,7a2565f8-4a48-3263-9bc9-bcb28dbd58ad,"Oxygen, liquid, at plant",Northern America,TECHNOSPHERE
"steel, global avg BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2_copy1,GLO,"Based global average EAF fraction (28%) https://energyandcleanair.org/wp/wp-content/uploads/2024/03/CREA_2023H2-China-steel-analysis.pdf

LCI derived from https://doi.org/10.1016/j.susmat.2022.e00564 ","Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,1.061,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
Nickel sulfate,f85c0fc2383347e3b7c61b7d574d348a,GLO,"LCI from report ""Comparative life cycle assessment of
prospective battery-grade material
production in Norway""","Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,0.667,kilogram,TECHNOSPHERE,,,True,technosphere,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,TECHNOSPHERE
Nickel sulfate,f85c0fc2383347e3b7c61b7d574d348a,GLO,"LCI from report ""Comparative life cycle assessment of
prospective battery-grade material
production in Norway""","Electricity, at grid, China",89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at grid, China",89389d98-1ba6-30c5-9c33-92443694936b_copy1,1.5,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,TECHNOSPHERE
Nickel sulfate,f85c0fc2383347e3b7c61b7d574d348a,GLO,"LCI from report ""Comparative life cycle assessment of
prospective battery-grade material
production in Norway""","Natural gas, combusted in industrial boiler",5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",5b81b61c-4d10-3bed-9926-8a5f868f5174,0.056,cubic meter,TECHNOSPHERE,,,True,technosphere,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,TECHNOSPHERE
Nickel sulfate,f85c0fc2383347e3b7c61b7d574d348a,GLO,"LCI from report ""Comparative life cycle assessment of
prospective battery-grade material
production in Norway""","Steam, purchased by containerboard mills",1e4fd434-9cd2-402a-8ebf-43891d0dd591,"Steam, purchased by containerboard mills",1e4fd434-9cd2-402a-8ebf-43891d0dd591,0.2,megajoule,TECHNOSPHERE,,,True,technosphere,1e4fd434-9cd2-402a-8ebf-43891d0dd591,"Steam, purchased by containerboard mills",Northern America,TECHNOSPHERE
Nickel sulfate,f85c0fc2383347e3b7c61b7d574d348a,GLO,"LCI from report ""Comparative life cycle assessment of
prospective battery-grade material
production in Norway""",Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,0.4,kg,TECHNOSPHERE,,,True,technosphere,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,TECHNOSPHERE
H2 PEMWE stack_renewable,164b653cb73c475d97e626f01cb74ab3_copy1,GLO,inventory for producing 1 MW of hydrogen power,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,6700.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
H2 PEMWE stack_renewable,164b653cb73c475d97e626f01cb74ab3_copy1,GLO,inventory for producing 1 MW of hydrogen power,"Steel, stainless 304, flat rolled coil",49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,21.0,kilogram,TECHNOSPHERE,,,True,technosphere,49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,TECHNOSPHERE
H2 PEMWE stack_renewable,164b653cb73c475d97e626f01cb74ab3_copy1,GLO,inventory for producing 1 MW of hydrogen power,titanium,27e0cb9d4931414ea3cafe30af20d2e1,titanium,27e0cb9d4931414ea3cafe30af20d2e1,277.4,kg,TECHNOSPHERE,,,True,technosphere,27e0cb9d4931414ea3cafe30af20d2e1,titanium,GLO,TECHNOSPHERE
H2 PEMWE stack_renewable,164b653cb73c475d97e626f01cb74ab3_copy1,GLO,inventory for producing 1 MW of hydrogen power,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,0.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
H2 PEMWE stack_renewable,164b653cb73c475d97e626f01cb74ab3_copy1,GLO,inventory for producing 1 MW of hydrogen power,global 2050 decarbonized electricity grid,8bee97ef416246918a4ff79714240ac9_copy1,global 2050 decarbonized electricity grid,8bee97ef416246918a4ff79714240ac9_copy1,7534000.0,kwh,TECHNOSPHERE,,,True,technosphere,8bee97ef416246918a4ff79714240ac9_copy1,GLOBAl 2050 decarbonized electricity grid,GLO,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Ammonia, steam reforming, liquid, at plant",33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant",33f08f48-349e-31f1-b600-aa7e9713ca50,0.00271,kilogram,TECHNOSPHERE,,,True,technosphere,33f08f48-349e-31f1-b600-aa7e9713ca50,"Ammonia, steam reforming, liquid, at plant",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Natural gas, combusted in industrial boiler",5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",5b81b61c-4d10-3bed-9926-8a5f868f5174,0.0033589,cubic meter,TECHNOSPHERE,,,True,technosphere,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Hydrochloric acid, at plant, kg",0d4adbb3-81bb-45c5-bf26-734c76ff3108,"Hydrochloric acid, at plant, kg",0d4adbb3-81bb-45c5-bf26-734c76ff3108,9.86e-07,kilogram,TECHNOSPHERE,,,True,technosphere,0d4adbb3-81bb-45c5-bf26-734c76ff3108,"Hydrochloric acid, HCl; MDI coproduct; at plant, 100% HCl",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",9c0c2415-126f-3162-8479-f002f315a8c7,0.0068,kilogram,TECHNOSPHERE,,,True,technosphere,9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Sodium hydroxide, production mix, at plant",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Sodium hydroxide, production mix, at plant",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,0.000389,kilogram,TECHNOSPHERE,,,True,technosphere,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,0.000182,kilogram,TECHNOSPHERE,,,True,technosphere,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Diesel, at refinery",0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.d939590b-a0d7-310c-8952-9921ed64a078,"Diesel, at refinery",0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.d939590b-a0d7-310c-8952-9921ed64a078,1.2588e-06,cubic meter,TECHNOSPHERE,,,True,technosphere,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.d939590b-a0d7-310c-8952-9921ed64a078,"Petroleum refining, at refinery",Northern America,TECHNOSPHERE
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Natural soda ash (Sodium carbonate), at plant",0d95cc8b-a9a0-3630-a760-1ab4d88257d8,"Natural soda ash (Sodium carbonate), at plant",0d95cc8b-a9a0-3630-a760-1ab4d88257d8,0.0108,kilogram,TECHNOSPHERE,,,True,technosphere,0d95cc8b-a9a0-3630-a760-1ab4d88257d8,"Natural soda ash (Sodium carbonate), at plant",United States,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,0.413555,kilogram,TECHNOSPHERE,,,True,technosphere,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,2028.75,kilogram,TECHNOSPHERE,,,True,technosphere,520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, materials production, organic compound, at plant, kg",United States,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Copper,c3b2244dbba5469d839dca55eb479986,Copper,c3b2244dbba5469d839dca55eb479986,295.6,kg,TECHNOSPHERE,,,True,technosphere,c3b2244dbba5469d839dca55eb479986,Copper,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,0.997,kg,TECHNOSPHERE,,,True,technosphere,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,b0e83834598d43e6ac64ea0802f1c0a0,809.4,kg,TECHNOSPHERE,,,True,technosphere,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Zinc, sheet",7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,"Zinc, sheet",7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,1487.193,kilogram,TECHNOSPHERE,,,True,technosphere,7a0942f9-5fe3-3a78-aff1-9399fea7c14b.808f834e-a34b-37a0-952c-57d6d404de92,"Zinc, sheet",Global,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Steel, stainless 304, flat rolled coil",49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,464.0,kilogram,TECHNOSPHERE,,,True,technosphere,49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Cobalt sulfate, battery grade MASS ALLOC",55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",55685bcc48964cc2b130cd1eaf829405,0.91,unit,TECHNOSPHERE,,,True,technosphere,55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Copper,c3b2244dbba5469d839dca55eb479986,Copper,c3b2244dbba5469d839dca55eb479986,29.0,kg,TECHNOSPHERE,,,True,technosphere,c3b2244dbba5469d839dca55eb479986,Copper,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,0.71,kilogram,TECHNOSPHERE,,,True,technosphere,520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, materials production, organic compound, at plant, kg",United States,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Flat glass,517a14daa453434397033cf978e95cb4,Flat glass,517a14daa453434397033cf978e95cb4,77967.0,kg,TECHNOSPHERE,,,True,technosphere,517a14daa453434397033cf978e95cb4,Flat glass,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,4242.0,kg,TECHNOSPHERE,,,True,technosphere,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",cc4018cea8ae4c2cb77e478d9b81d2c1,516.39,kg,TECHNOSPHERE,,,True,technosphere,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",557c928bb1d243bab9895bc1e1ae9ef2,52695.0,kg,TECHNOSPHERE,,,True,technosphere,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Manganese ,a7855d4c3576430ead06c5ff802533e2,Manganese ,a7855d4c3576430ead06c5ff802533e2,994.18,kg,TECHNOSPHERE,,,True,technosphere,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,TECHNOSPHERE
PV-CdTe,b5f9da52f03d4028b535bb59e61e8fec_copy4,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at grid 2023",89389d98-1ba6-30c5-9c33-92443694936b_copy2,62478.0,megajoule,TECHNOSPHERE,,,True,technosphere,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,TECHNOSPHERE
PV-CdTe_REMPD base case EoL,b5f9da52f03d4028b535bb59e61e8fec_copy2,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,0.413555,kilogram,TECHNOSPHERE,,,True,technosphere,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,TECHNOSPHERE
PV-CdTe_REMPD base case EoL,b5f9da52f03d4028b535bb59e61e8fec_copy2,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, at plant, kg",520ecb54-7b55-42ca-97c3-4b8192189356,2170.0,kilogram,TECHNOSPHERE,,,True,technosphere,520ecb54-7b55-42ca-97c3-4b8192189356,"Ethylene, materials production, organic compound, at plant, kg",United States,TECHNOSPHERE
PV-CdTe_REMPD base case EoL,b5f9da52f03d4028b535bb59e61e8fec_copy2,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,Copper,c3b2244dbba5469d839dca55eb479986,Copper,c3b2244dbba5469d839dca55eb479986,31.58,kg,TECHNOSPHERE,,,True,technosphere,c3b2244dbba5469d839dca55eb479986,Copper,GLO,TECHNOSPHERE
PV-CdTe_REMPD base case EoL,b5f9da52f03d4028b535bb59e61e8fec_copy2,GLO,Inventory from PV-ICE for module/frame and REMPD for racking,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,21bafe812be94eeaa9270b20b9dd6115,0.997,kg,TECHNOSPHERE,,,True,technosphere,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,TECHNOSPHERE
