consumer_process_id,consumer_process_name,supplier_process_id,supplier_process_name,supplier_location,input_flow_name,input_flow_unit,note
2a0d5a60272b4371a22bb858c8d24e1b_copy1,NMC532 battery,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
4e89b1547e05486aa61bbf8744326953,Nitric acid,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
4e89b1547e05486aa61bbf8744326953,Nitric acid,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
4e89b1547e05486aa61bbf8744326953,Nitric acid,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,"Steel, stainless 304, flat rolled coil",kilogram,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,27e0cb9d4931414ea3cafe30af20d2e1,titanium,GLO,titanium,kg,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,ba88141e29744f75b00179795ec0dba2,platinum,GLO,platinum,kg,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,dfa7acbc-4a41-3329-951d-b6cde899c91e.48187a93-fc4e-3c80-98c2-5b0eaafc07d4,"Sulfur, at plant",Northern America,"Sulfur, at plant",kilogram,Supplier process_id not found in new USLCI extract
164b653cb73c475d97e626f01cb74ab3,H2 PEMWE stack,ba88141e29744f75b00179795ec0dba2_copy1,Iridium,GLO,Iridium,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,Nickel from sulfide ores,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,"Steel, stainless 304, flat rolled coil",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",GLO,"Cobalt sulfate, battery grade MASS ALLOC",unit,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,517a14daa453434397033cf978e95cb4,Flat glass,GLO,Flat glass,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,0cb57182f37840f2a16a589c8386a35a,Epoxy resin,GLO,Epoxy resin,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,GLO,glass fiber reinforced plastic,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,6178c8732acf4153a85518f198025527_copy1,"Silicon, solar grade",GLO,"Silicon, solar grade",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy7,PV-CdTe_REMPD,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,ac90960d53f34ebeb7cdf233576abb4a,lithium carbonate,GLO,lithium carbonate,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8_copy1,Hydro LFP battery recycling,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
27e0cb9d4931414ea3cafe30af20d2e1,titanium,285a808917de45d3b87454feb8cf5062,graphite concentrate,GLO,graphite concentrate,kg,Supplier process_id not found in new USLCI extract
27e0cb9d4931414ea3cafe30af20d2e1,titanium,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
27e0cb9d4931414ea3cafe30af20d2e1,titanium,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
27e0cb9d4931414ea3cafe30af20d2e1,titanium,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
27e0cb9d4931414ea3cafe30af20d2e1,titanium,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
811e9dc84b9c4a0db7d0ae790fc19de9,"silicon, metallurgical grade",89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
811e9dc84b9c4a0db7d0ae790fc19de9,"silicon, metallurgical grade",285a808917de45d3b87454feb8cf5062,graphite concentrate,GLO,graphite concentrate,kg,Supplier process_id not found in new USLCI extract
c3b2244dbba5469d839dca55eb479986,Copper,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
c3b2244dbba5469d839dca55eb479986,Copper,faa85914-ec68-377e-aee5-0e0af4e27fc8.a1167c39-1c98-360a-b834-c22a9726c001,"Chlorine, production mix, at plant",United States,"Chlorine, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
c3b2244dbba5469d839dca55eb479986,Copper,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
c3b2244dbba5469d839dca55eb479986,Copper,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
385165b086394c01affa1684f4cb51b5,coated spherical graphite,fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,GLO,spherical purified graphite,kg,Supplier process_id not found in new USLCI extract
385165b086394c01affa1684f4cb51b5,coated spherical graphite,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
385165b086394c01affa1684f4cb51b5,coated spherical graphite,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,dfa7acbc-4a41-3329-951d-b6cde899c91e.48187a93-fc4e-3c80-98c2-5b0eaafc07d4,"Sulfur, at plant",Northern America,"Sulfur, at plant",kilogram,Supplier process_id not found in new USLCI extract
b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,7b7babef-a97a-3510-88f2-ee70aa1fa03b,"Natural gas, combusted in industrial equipment",Northern America,"Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",cubic meter,Supplier process_id not found in new USLCI extract
b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,7b7babef-a97a-3510-88f2-ee70aa1fa03b,"Natural gas, combusted in industrial equipment",Northern America,"Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",cubic meter,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,385165b086394c01affa1684f4cb51b5,coated spherical graphite,GLO,coated spherical graphite,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy2,LFP battery_V2 base case EoL,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),ed01bf44139f4cb9a154ef8d8a3b20a4,Ni/Co/Cu ore,GLO,Ni/Co/Cu ore,kg,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),4e89b1547e05486aa61bbf8744326953,Nitric acid,GLO,Nitric acid,kg,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),01d6d9c6-6e07-3461-8336-3e88c070975b,"Electricity, anthracite coal, at power plant",Northern America,"Electricity, anthracite coal, at power plant",megajoule,Supplier process_id not found in new USLCI extract
692b9083f2c946b58fb49b33b485c057,ore concentrate (Ni/Co/Cu),5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
13466027b6954134bed4fa284e97afcf,alumina,1468e8181a2547bcb787516338644746,bauxite,GLO,bauxite,kg,Supplier process_id not found in new USLCI extract
13466027b6954134bed4fa284e97afcf,alumina,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
13466027b6954134bed4fa284e97afcf,alumina,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
c3630d3350854ca29aebddf37e91f1da,Ferric phosphate,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
c3630d3350854ca29aebddf37e91f1da,Ferric phosphate,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",879845c3-84fa-3f85-9f3d-a8510f950732,"Electricity, natural gas, at power plant",Northern America,"Electricity, natural gas, at power plant",megajoule,Supplier process_id not found in new USLCI extract
89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",dfdb7eba-dfc4-3d24-9683-58b8b0ee1346.64360b9b-adc0-3154-b391-40f2a09891d4,"Electricity, biomass, at power plant",Northern America,"Electricity, biomass, at power plant",megajoule,Supplier process_id not found in new USLCI extract
ba88141e29744f75b00179795ec0dba2,platinum,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
ba88141e29744f75b00179795ec0dba2,platinum,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
e0414e82ae0642448cb69c98163a1e40,"Silver, economic allocation",344a7ac0-8c18-4869-bb63-3e44e811a1d9,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",Northern America,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",kilogram,Supplier process_id not found in new USLCI extract
e0414e82ae0642448cb69c98163a1e40,"Silver, economic allocation",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,Nickel from sulfide ores,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,6178c8732acf4153a85518f198025527_copy1,"Silicon, solar grade",GLO,"Silicon, solar grade",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,517a14daa453434397033cf978e95cb4,Flat glass,GLO,Flat glass,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,GLO,glass fiber reinforced plastic,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,6432507b674148ed87e144558d34d260,landfilling EOL PV module,GLO,landfilling EOL PV module,MW,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy8,PV-Si_V2 REMPD base case EOL,e0414e82ae0642448cb69c98163a1e40,"Silver, economic allocation",GLO,"Silver, economic allocation",kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,344a7ac0-8c18-4869-bb63-3e44e811a1d9,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",Northern America,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",kilogram,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,55685bcc48964cc2b130cd1eaf829405_copy1,"Cobalt sulfate, battery grade ECON ALLOC",GLO,"Cobalt sulfate, battery grade ECON ALLOC",kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,GLO,Manganese sulfate,kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,f85c0fc2383347e3b7c61b7d574d348a,Nickel sulfate,GLO,Nickel sulfate,kg,Supplier process_id not found in new USLCI extract
753a99039a014a8ebb9c27afac5495d1,Pyro NMC battery recycling,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
fac6f07298cb413eae8b34ee41d999e8,PV_kwh,b5f9da52f03d4028b535bb59e61e8fec_copy10,PV-Si_V2 REMPD base case EOL no credits,GLO,PV-Si_V2 REMPD base case EOL no credits,MW,Supplier process_id not found in new USLCI extract
0cb57182f37840f2a16a589c8386a35a,Epoxy resin,faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
0cb57182f37840f2a16a589c8386a35a,Epoxy resin,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
0cb57182f37840f2a16a589c8386a35a,Epoxy resin,faa85914-ec68-377e-aee5-0e0af4e27fc8.a1167c39-1c98-360a-b834-c22a9726c001,"Chlorine, production mix, at plant",United States,"Chlorine, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
0cb57182f37840f2a16a589c8386a35a,Epoxy resin,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
528c9d8ff9a24f53a5fff934cb32e935,steel slag disposal,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
528c9d8ff9a24f53a5fff934cb32e935,steel slag disposal,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
94a32f6d63324a1896c4733a2f3f83b8,hard carbon from biomass pyrolysis,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
94a32f6d63324a1896c4733a2f3f83b8,hard carbon from biomass pyrolysis,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,"Steel, stainless 304, flat rolled coil",kilogram,Supplier process_id not found in new USLCI extract
