consumer_process_id,consumer_process_name,supplier_process_id,supplier_process_name,supplier_location,input_flow_name,input_flow_unit,note
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,Nickel from sulfide ores,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",5e91ad4c8795483191d33de7d3228511,Carbon fiber,GLO,Carbon fiber,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",0cb57182f37840f2a16a589c8386a35a,Epoxy resin,GLO,Epoxy resin,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,GLO,glass fiber reinforced plastic,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",0ebd9ae0b6d5401f83b1087637d8ebee,Refined cobalt metal_ECON alloc,GLO,Refined cobalt metal_econ alloc,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
aeee3498803b4c5d8b9646fe53e0bdf2_copy1,"Wind, offshore",36dd792924424c608fcae616112faf13,praseodymium/neodymium,GLO,praseodymium/neodymium,kg,Supplier process_id not found in new USLCI extract
277dc4c0bffa44f8af392a322514a1b7,pyrolysis of glass/carbon fiber,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
277dc4c0bffa44f8af392a322514a1b7,pyrolysis of glass/carbon fiber,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,Nickel from sulfide ores,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,6178c8732acf4153a85518f198025527_copy1,"Silicon, solar grade",GLO,"Silicon, solar grade",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,517a14daa453434397033cf978e95cb4,Flat glass,GLO,Flat glass,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,GLO,glass fiber reinforced plastic,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec,PV-Si_V2 REMPD,e0414e82ae0642448cb69c98163a1e40,"Silver, economic allocation",GLO,"Silver, economic allocation",kg,Supplier process_id not found in new USLCI extract
85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,0cb57182f37840f2a16a589c8386a35a,Epoxy resin,GLO,Epoxy resin,kg,Supplier process_id not found in new USLCI extract
806821964da4484c836213a1ab077f22,"treatment of hazardous waste, incineration",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
806821964da4484c836213a1ab077f22,"treatment of hazardous waste, incineration",5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
806821964da4484c836213a1ab077f22,"treatment of hazardous waste, incineration",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
806821964da4484c836213a1ab077f22,"treatment of hazardous waste, incineration",ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
c9ef3c8776a240f4a14ae1fe1db92fca,spherical graphite,285a808917de45d3b87454feb8cf5062,graphite concentrate,GLO,graphite concentrate,kg,Supplier process_id not found in new USLCI extract
c9ef3c8776a240f4a14ae1fe1db92fca,spherical graphite,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
b4edf9e07b73448a96e9916276058b6e,battery separator,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
b4edf9e07b73448a96e9916276058b6e,battery separator,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,b0e83834598d43e6ac64ea0802f1c0a0,Nickel from sulfide ores,GLO,Nickel from sulfide ores,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,6178c8732acf4153a85518f198025527_copy1,"Silicon, solar grade",GLO,"Silicon, solar grade",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,517a14daa453434397033cf978e95cb4,Flat glass,GLO,Flat glass,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,a7855d4c3576430ead06c5ff802533e2,Manganese ,GLO,Manganese ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,85604417e5c64cfc896a271d0df46442,glass fiber reinforced plastic,GLO,glass fiber reinforced plastic,kg,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,9edbfcafb5a048a1b4b649e2686115c7,recycling (theoretical) EoL PV module with credits,GLO,recycling (theoretical) EoL PV module with credits,MW,Supplier process_id not found in new USLCI extract
b5f9da52f03d4028b535bb59e61e8fec_copy5,PV-Si_V2 REMPD optimistic EOL,e0414e82ae0642448cb69c98163a1e40,"Silver, economic allocation",GLO,"Silver, economic allocation",kg,Supplier process_id not found in new USLCI extract
55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",dfa7acbc-4a41-3329-951d-b6cde899c91e.48187a93-fc4e-3c80-98c2-5b0eaafc07d4,"Sulfur, at plant",Northern America,"Sulfur, at plant",kilogram,Supplier process_id not found in new USLCI extract
55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",faa85914-ec68-377e-aee5-0e0af4e27fc8.bf2b1e5a-4c92-3974-a2fd-a68898833086,"Chlorine, production mix, at plant",United States,"Sodium hydroxide, production mix, at plant",kilogram,Supplier process_id not found in new USLCI extract
55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
55685bcc48964cc2b130cd1eaf829405,"Cobalt sulfate, battery grade MASS ALLOC",89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,c9ef3c8776a240f4a14ae1fe1db92fca,spherical graphite,GLO,spherical graphite,kg,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,4e89b1547e05486aa61bbf8744326953,Nitric acid,GLO,Nitric acid,kg,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
fb43cfb10df14446bd20e17f0f1bf7f1,spherical purified graphite,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
9edbfcafb5a048a1b4b649e2686115c7_copy1,recycling (theoretical) EoL PV module,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
9edbfcafb5a048a1b4b649e2686115c7_copy1,recycling (theoretical) EoL PV module,4e89b1547e05486aa61bbf8744326953,Nitric acid,GLO,Nitric acid,kg,Supplier process_id not found in new USLCI extract
9edbfcafb5a048a1b4b649e2686115c7_copy1,recycling (theoretical) EoL PV module,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
8bee97ef416246918a4ff79714240ac9,US 2050 decarbonized electricity grid,fac6f07298cb413eae8b34ee41d999e8,PV_kwh,GLO,PV_kwh,kwh,Supplier process_id not found in new USLCI extract
8bee97ef416246918a4ff79714240ac9,US 2050 decarbonized electricity grid,1648517c352b49f2843225d13a0e8fd0,offshore wind_kwh,GLO,offshore wind_kwh,kwh,Supplier process_id not found in new USLCI extract
8bee97ef416246918a4ff79714240ac9,US 2050 decarbonized electricity grid,e5391cfef1ae42c196256ab3f747b7f7,onshore wind_kwh,GLO,onshore wind_kwh,kwh,Supplier process_id not found in new USLCI extract
8bee97ef416246918a4ff79714240ac9,US 2050 decarbonized electricity grid,879845c3-84fa-3f85-9f3d-a8510f950732,"Electricity, natural gas, at power plant",Northern America,"Electricity, natural gas, at power plant",megajoule,Supplier process_id not found in new USLCI extract
8bee97ef416246918a4ff79714240ac9,US 2050 decarbonized electricity grid,dfdb7eba-dfc4-3d24-9683-58b8b0ee1346.64360b9b-adc0-3154-b391-40f2a09891d4,"Electricity, biomass, at power plant",Northern America,"Electricity, biomass, at power plant",megajoule,Supplier process_id not found in new USLCI extract
cc4018cea8ae4c2cb77e478d9b81d2c1_copy1,"aluminum, China average",bcc68f88-debb-3fc3-93ee-5ceadcef0b14.36549ddd-3dca-3b48-a1b0-7c6889afba05,"Aluminum, secondary ingot, at plant",Northern America,"Aluminum, secondary, ingot, at plant",kilogram,Supplier process_id not found in new USLCI extract
cc4018cea8ae4c2cb77e478d9b81d2c1_copy1,"aluminum, China average",99963138-ddf9-3b32-9e93-69593d76cb08.a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary ingot, at plant",Northern America,"Aluminum, primary, ingot, at plant",kilogram,Supplier process_id not found in new USLCI extract
af83e299104b41b283f194a759cc89e3,Concrete,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,277dc4c0bffa44f8af392a322514a1b7,pyrolysis of glass/carbon fiber,GLO,pyrolysis of glass/carbon fiber,kg,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,5b6adeb1f1284b1e892a5875b7c9e186,chromium,GLO,chromium,kg,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,49f5324b-fc33-36e9-b5af-3c80d73492bd.3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Northern America,"Steel, stainless 304, flat rolled coil",kilogram,Supplier process_id not found in new USLCI extract
f841236732834fce89c11820f5545ff9,recycling wind turbine optimistic,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
a7855d4c3576430ead06c5ff802533e2,Manganese ,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
a7855d4c3576430ead06c5ff802533e2,Manganese ,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
5e91ad4c8795483191d33de7d3228511,Carbon fiber,a2e7aa17-9318-3bb8-91d6-22a32a9e8019.aa9ec257-b529-33c9-8028-a99566895383,"Acrylonitrile, at plant",Northern America,"Acrylonitrile, at plant",kilogram,Supplier process_id not found in new USLCI extract
5e91ad4c8795483191d33de7d3228511,Carbon fiber,5b81b61c-4d10-3bed-9926-8a5f868f5174,"Natural gas, combusted in industrial boiler",Northern America,"Natural gas, combusted in industrial boiler",cubic meter,Supplier process_id not found in new USLCI extract
5e91ad4c8795483191d33de7d3228511,Carbon fiber,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
5d03aa6c51024effb8b716cb2c745572,"steel, EAF",89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
5d03aa6c51024effb8b716cb2c745572,"steel, EAF",528c9d8ff9a24f53a5fff934cb32e935,steel slag disposal,GLO,steel slag disposal,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,3b36ca69f6104ef3b17b15f224634ef3,treatment of waste via landfill,GLO,treatment of waste via landfill,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,GLO,Manganese sulfate,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,f85c0fc2383347e3b7c61b7d574d348a,Nickel sulfate,GLO,Nickel sulfate,kg,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
6eed6a527745435386d0704fad86f8f8,Hydro NMC battery recycling,350143ba4fff4d4aa3838c7a61f96ab4,Cobalt sulfate_V2,GLO,Cobalt sulfate_V2,kg,Supplier process_id not found in new USLCI extract
557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",ef04877a541c4e79a7e1cf24963a4a80,"steel, BOF",GLO,"steel, BOF",kg,Supplier process_id not found in new USLCI extract
557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",5d03aa6c51024effb8b716cb2c745572,"steel, EAF",GLO,"steel, EAF",kg,Supplier process_id not found in new USLCI extract
e5391cfef1ae42c196256ab3f747b7f7,onshore wind_kwh,aeee3498803b4c5d8b9646fe53e0bdf2_copy3,"Wind, onshore with baseline EoL no credits",GLO,"Wind, onshore with baseline EoL no credits",MW,Supplier process_id not found in new USLCI extract
89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",879845c3-84fa-3f85-9f3d-a8510f950732,"Electricity, natural gas, at power plant",Northern America,"Electricity, natural gas, at power plant",megajoule,Supplier process_id not found in new USLCI extract
89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",dfdb7eba-dfc4-3d24-9683-58b8b0ee1346.64360b9b-adc0-3154-b391-40f2a09891d4,"Electricity, biomass, at power plant",Northern America,"Electricity, biomass, at power plant",megajoule,Supplier process_id not found in new USLCI extract
36dd792924424c608fcae616112faf13,praseodymium/neodymium,89389d98-1ba6-30c5-9c33-92443694936b_copy1,"Electricity, at Grid, China",China,"Electricity, at grid, China",megajoule,Supplier process_id not found in new USLCI extract
36dd792924424c608fcae616112faf13,praseodymium/neodymium,344a7ac0-8c18-4869-bb63-3e44e811a1d9,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",Northern America,"Sodium hydroxide; chlor-alkali average, membrane cell; at plant; 50% solution state",kilogram,Supplier process_id not found in new USLCI extract
36dd792924424c608fcae616112faf13,praseodymium/neodymium,1b6afe73-a064-33a3-87b0-265ae10851e9.f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Northern America,"Sulfuric acid, at plant",kilogram,Supplier process_id not found in new USLCI extract
36dd792924424c608fcae616112faf13,praseodymium/neodymium,ae96b993269a4ecda26d0eb391ddcf08,wastewater treatment,GLO,wastewater treatment,m3,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,21bafe812be94eeaa9270b20b9dd6115,lithium hydroxide ,GLO,lithium hydroxide ,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,c3b2244dbba5469d839dca55eb479986,Copper,GLO,Copper,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,2b2f738d-2044-462f-ba56-5112ee683cb6.e7bbbd06-5887-45b0-a3c2-c9d06d571351,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",Northern America,"Polyethylene terephthalate, PET, virgin resin, at plant, kg",kilogram,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,7b7babef-a97a-3510-88f2-ee70aa1fa03b,"Natural gas, combusted in industrial equipment",Northern America,"Natural gas, combusted in industrial equipment, 1.357 m3/kg, 52.13 MJ/kg",cubic meter,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,f85c0fc2383347e3b7c61b7d574d348a,Nickel sulfate,GLO,Nickel sulfate,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,f57a9dd9d43a4edd8090ae6796855bd8,Manganese sulfate,GLO,Manganese sulfate,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,cc4018cea8ae4c2cb77e478d9b81d2c1,"aluminum, average US",GLO,"aluminum, average US",kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,557c928bb1d243bab9895bc1e1ae9ef2,"steel, 30/70 BOF/EAF",GLO,"steel, 30/70 BOF/EAF",kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,ac90960d53f34ebeb7cdf233576abb4a,lithium carbonate,GLO,lithium carbonate,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,350143ba4fff4d4aa3838c7a61f96ab4,Cobalt sulfate_V2,GLO,Cobalt sulfate_V2,kg,Supplier process_id not found in new USLCI extract
2a0d5a60272b4371a22bb858c8d24e1b_copy4,NMC532 battery_V2 base case EoL,89389d98-1ba6-30c5-9c33-92443694936b_copy2,"Electricity, at Grid, US, 2023",Northern America,"Electricity, at grid 2023",megajoule,Supplier process_id not found in new USLCI extract
